"id","level","prompt","correct","distractor1","distractor2","distractor3"
"grammar-l1-43","1","Hvilken språkfamilie tilhører norsk?","Indoeuropeisk","Uraltisk","Altaisk","Sinotibetansk"
"grammar-l1-44","1","Hva var hovedsprøket på Danmark-Norge før 1814?","Dansk-norsk","Svensk","Oldnorsk","Tysk"
"grammar-l1-45","1","Hvem var språkmannen som arbeidet mest for norsk språknormalisering på 1800-tallet?","Ivar Aasen","Henrik Ibsen","Bjørnstjerne Bjørnson","Alexander Kielland"
"grammar-l1-46","1","I hvilket århundre skjedde den største endringen av norsk grammatikk?","1800-tallet","1600-tallet","1700-tallet","1500-tallet"
"grammar-l1-47","1","Hvilken nordisk språk påvirket norsk mest under Middelalderen?","Dansk","Islandsk","Svensk","Færøysk"
"grammar-l1-48","1","Fra hvilket århundre stammer våre eldste norske skriftlige kilder?","1100-tallet","900-tallet","800-tallet","1000-tallet"
"grammar-l1-49","1","Hva var navnet på språket som ble snakket før norsk og dansk skilte seg?","Oldnordisk","Gammelnorsk","Mellomaldernordisk","Protogermansk"
"grammar-l1-50","1","Hvilken språkreform fant sted i Norge i 1938?","Språkforliket","Bokmålsreformen","Nynorskreformen","Grammatikkreformen"
"grammar-l1-51","1","Hva het den første norske grammatikken som ble utgitt?","Grammatica Norwegica","Norsk Grammatik","Danmarks Grammatik","Scandinavian Grammar"
"grammar-l1-52","1","I hvilket århundre ble nynorsk grunnlagt som skriftspråk?","1800-tallet","1700-tallet","1600-tallet","1900-tallet"
"grammar-l1-53","1","Hvilken tysk språkmann hadde stor påvirkning på norsk grammatikk på 1800-tallet?","Jacob Grimm","Wilhelm Grimm","Karl Marx","Friedrich Nietzsche"
"grammar-l1-54","1","Hva var hovedproblemet med norsk skriftspråk før 1814?","Det fulgte dansk norm","Det manglet vokalendelser","Det hadde for mange dialekter","Det var basert på engelsk"
"grammar-l1-55","1","Hvilken dialektgruppe påvirket nynorsken mest?","Vestnorske dialekter","Østnorske dialekter","Nordnorske dialekter","Sørlandske dialekter"
"grammar-l1-56","1","Når ble det første norske ordboken utgitt?","1650-tallet","1550-tallet","1750-tallet","1550-tallet"
"grammar-l1-57","1","Hvilken språkforsker grunnla bokmål som moderne norsk skriftspråk?","Knud Knudsen","Ivar Aasen","Johan Sverdrup","Christian Magnus Falsen"
"grammar-l1-58","1","Fra hvilket språk stammer det norske ordet 'grammatikk'?","Gresk","Latin","Tysk","Fransk"
"grammar-l1-59","1","Hvilken språkpolitikk fulgte Danmark-Norge?","Danskisering","Riksmålspolitikk","Nynorskpolitikk","Dialektpolitikk"
"grammar-l1-60","1","I hvilket år ble Ivar Aasen født?","1813","1815","1811","1817"
"grammar-l1-61","1","Hva var hovedformålet med Ivar Aasens arbeid?","Skape norsk skriftspråk basert på dialekter","Bevare dansk språknorm","Modernisere engelskk grammatikk","Forene skandinaviske språk"
"grammar-l1-62","1","Hvilken språkform var dominant i Norge før 1814?","Dansk skriftform","Svensk skriftform","Norsk dialekt","Engelsk skriftform"
"grammar-l1-63","1","Hva betydde 'riksmål' opprinnelig?","Offisielt nasjonalt språk","Dialekt fra Sverige","Dansk språknorm","Engelsk språknorm"
"grammar-l1-64","1","I hvilket århundre hadde norsk størst ordforråd fra dansk?","1500-1700-tallet","1100-1300-tallet","1800-tallet","1900-tallet"
"grammar-l1-65","1","Hvilken reform endret mest på norsk stavemåte i 1900-tallet?","Språkforliket 1938","Bokmålsreformen 1907","Nynorskreformen 1912","Grammatikkreformen 1925"
"grammar-l1-66","1","Hva var navngivingen av 'nynorsk' basert på?","Gamle norske dialekter","Gammelnorsk skrift","Dansk grammatikk","Svensk språknorm"
"grammar-l1-67","1","Hvilken påvirkning hadde tysk på norsk grammatikk?","Begrenset direkte påvirkning","Stor påvirkning på bøyninger","Dominert norske verb","Helt erstattet norsk ordstilling"
"grammar-l1-68","1","Hva var hovedkilde for Ivar Aasens nynorsk?","Vestlige og østlige dialekter","Dansk skriftspråk","Svensk dialekter","Oldengelsk kilder"
"grammar-l1-69","1","I hvilket år delte norsk og dansk seg offisielt som skriftspråk?","1814","1820","1810","1825"
"grammar-l1-70","1","Hvilken grammatikalsk kategori var viktigst i norsk middelalder?","Kasussystemet","Tempus","Aspekt","Modus"
"grammar-l1-71","1","Hva var navnet på den norske språkbevegelsen på 1800-tallet?","Målbevegelsen","Demokratibevegelsen","Nasjonalbevegelsen","Reformbevegelsen"
"grammar-l1-72","1","Hvilken språkhistoriker arbeidet mest med bokmål-nynorsk forsoningen?","Alf Torp","Ivar Aasen","Knud Knudsen","Johan Sverdrup"
"grammar-l1-73","1","Fra hvilken periode stammer de eldste norske runesteiner?","Vikingtiden","Bronsealderen","Romertiden","Steinalderen"
"grammar-l1-74","1","Hva betydde ordet 'bokmål' når det ble introdusert?","Boknormalt språk","Bondespråk","Borgerspråk","Bygdespråk"
"grammar-l1-75","1","Hvilken nordisk språk påvirket norsk grammatikk under Vikingtiden?","Oldsvensk","Oldislandsk","Olddansk","Oldengelskk"
"grammar-l1-76","1","I hvilken periode lost norsk flertallet av kasusendelsene sine?","1200-1500-tallet","800-1000-tallet","1600-1800-tallet","Vikingtiden"
"grammar-l1-77","1","Hva var hovedkonsekvensen av unionen med Danmark?","Danskisering av skriftspråk","Sveitsisering av dialekter","Svenskisering av ordforråd","Germanisering av grammatikk"
"grammar-l1-78","1","Hvilken språkform skrev Henrik Ibsen på?","Dansk-norsk","Rent nynorsk","Rent dansk","Dialektalt norsk"
"grammar-l1-79","1","Hva var den viktigste norske grammatikalske endringen etter 1814?","Standardisering av ordstilling","Introduksjon av nye kasus","Fjerning av alle konsonanter","Endra alle vokalender"
"grammar-l1-80","1","Hvilken berømt norsk forfatter skrev 'Peer Gynt'?","Henrik Ibsen","Bjørnstjerne Bjørnson","Alexander Kielland","Jonas Lie"
"grammar-l1-81","1","Hvem var den første presidenten i USA?","George Washington","Thomas Jefferson","Benjamin Franklin","John Adams"
"grammar-l1-82","1","Hvilket kjent engelsk navn bruker man for mennesker som bor i London?","Londoner","Londinist","Londonite","Londonese"
"grammar-l1-83","1","Hva het den berømte svenske fysikeren som måleenheten 'angström' er oppkalt etter?","Anders Jonas Ångström","Carl Wilhelm Scheele","Jöns Jacob Berzelius","Gustaf Emil Pasch"
"grammar-l1-84","1","Hvilken italiensk maler malte 'Mona Lisa'?","Leonardo da Vinci","Michelangelo","Raffaello","Donatello"
"grammar-l1-85","1","Hva var etternavnet til Maria Curie før hun giftet seg?","Skłodowska","Polonski","Radium","Joliot"
"grammar-l1-86","1","Hvem skrev 'Romeo og Julie'?","William Shakespeare","Christopher Marlowe","Ben Jonson","John Webster"
"grammar-l1-87","1","Hva het den såkalte 'konge av pop' som døde i 2009?","Michael Jackson","Prince","David Bowie","Elton John"
"grammar-l1-88","1","Hvilken fotballspiller er kendt som 'Pelé'?","Edson Arantes do Nascimento","Ronaldinho Gaúcho","Ronaldo Luís Nazário","Neymar da Silva Santos"
"grammar-l1-89","1","Hvem oppfant elektrisk pæren?","Thomas Edison","Nikola Tesla","George Westinghouse","Alexander Graham Bell"
"grammar-l1-90","1","Hva het den berømte svenske astronomen som navnet 'celsius' kommer fra?","Anders Celsius","Ole Römer","Tycho Brahe","Emanuel Swedenborg"
"grammar-l1-91","1","Hvilken amerikansk president var kjent som 'The Great Communicator'?","Ronald Reagan","John F. Kennedy","Franklin D. Roosevelt","Richard Nixon"
"grammar-l1-92","1","Hvem var den første mennesket som landet på månen?","Neil Armstrong","Buzz Aldrin","Michael Collins","Yuri Gagarin"
"grammar-l1-93","1","Hva var fullt navn til musikeren som kalles 'Elvis'?","Elvis Aaron Presley","Elvis Andrew Presley","Elvis Albert Presley","Elvis Arthur Presley"
"grammar-l1-94","1","Hvilken kjent fysiker utviklet relativitetsteorien?","Albert Einstein","Max Planck","Werner Heisenberg","Erwin Schrödinger"
"grammar-l1-95","1","Hvem skrev 'Frankenstein'?","Mary Shelley","Jane Austen","Charlotte Brontë","Emily Dickinson"
"grammar-l1-96","1","Hva het den franske militæren som ble keiser?","Napoleon Bonaparte","Jean-Baptiste Bernadotte","Marshal Ney","Charles de Gaulle"
"grammar-l1-97","1","Hvilken artist malte 'Nattestjernen'?","Vincent van Gogh","Paul Gauguin","Claude Monet","Paul Klee"
"grammar-l1-98","1","Hvem er kjent som 'Moder Teresa'?","Anjezë Gonxhe Bojaxhiu","Florence Nightingale","Clara Barton","Dorothea Dix"
"grammar-l1-99","1","Hva var etternavnet til Charles før han ble kjent som 'Darwin'?","Robert","William","Thomas","Henry"
"grammar-l1-100","1","Hvilken musiker komponerte '9. symfoni'?","Ludwig van Beethoven","Wolfgang Amadeus Mozart","Joseph Haydn","Johann Sebastian Bach"
"grammar-l1-101","1","Hvem skrev 'De tre musketerer'?","Alexandre Dumas","Victor Hugo","Honoré de Balzac","Gustave Flaubert"
"grammar-l1-102","1","Hva het den britiske vitenskapsmannen som oppdaget penicillin?","Alexander Fleming","Paul Ehrlich","Joseph Lister","Edward Jenner"
"grammar-l1-103","1","Hvilken filosof er kjent for ordtaket 'Jeg tenker, derfor er jeg'?","René Descartes","Blaise Pascal","Baruch Spinoza","Gottfried Leibniz"
"grammar-l1-104","1","Hvem oppfant telegrafen?","Samuel Morse","Alexander Graham Bell","Thomas Edison","Guglielmo Marconi"
"grammar-l1-105","1","Hva het den romerske gladiatoren som gjorde opprør?","Spartacus","Maximus","Leonidas","Horatius"
"grammar-l1-106","1","Hvilken norsk dramatiker skrev 'Et dukkehjem'?","Henrik Ibsen","Edvard Munch","Gunnar Heiberg","Helge Krog"
"grammar-l1-107","1","Hvem var den første mennesket som seilt jorden rundt?","Ferdinand Magellan","Christopher Columbus","Vasco da Gama","Juan Sebastián Elcano"
"grammar-l1-108","1","Hva var fullt navn til dikteren som kalles 'Homer'?","Homeros","Hesiodos","Lykurgos","Solon"
"grammar-l1-109","1","Hvilken kjent atlet var olympisk gymnast og danser?","Nadia Comăneci","Svetlana Khorkina","Simone Biles","McKayla Maroney"
"grammar-l1-110","1","Hvem skrev 'Stolte og fordomme'?","Jane Austen","Charlotte Brontë","Mary Shelley","George Eliot"
"grammar-l1-111","1","Hva het psykologen som grunnla psykoanalysen?","Sigmund Freud","Carl Jung","Alfred Adler","Otto Rank"
"grammar-l1-112","1","Hvilken kunstner kuttet av sitt eget øre?","Vincent van Gogh","Paul Gauguin","Henri Toulouse-Lautrec","Edvard Munch"
"grammar-l1-113","1","Hvem erfandt dampemotoren?","James Watt","George Stephenson","Richard Trevithick","Thomas Newcomen"
"grammar-l1-114","1","Hva var fullt navn til den røde lederen av Sovjet?","Vladimir Ilyich Lenin","Iosif Stalin","Nikolai Bukharin","Lev Trotsky"
"grammar-l1-115","1","Hvilken kjent musiker er assosiert med ordet 'Beatlemania'?","The Beatles","The Rolling Stones","The Who","The Doors"
"grammar-l1-116","1","Hvem skrev 'Krigen og freden'?","Lev Tolstoj","Fjodor Dostojevskij","Iván Turgenev","Maksim Gorki"
"grammar-l1-117","1","Hva het den britiske primærminister under andre verdenskrig?","Winston Churchill","Neville Chamberlain","Clement Attlee","Anthony Eden"
"grammar-l1-118","1","Hvilket norsk ord har flest bokstaver i alfabetet?","Kjemikalier","Institusjon","Universitet","Bibliotek"
"grammar-l1-119","1","Hvor mange vokaler finnes det i det norske alfabetet?","9","5","7","8"
"grammar-l1-120","1","Hvilken bokstav brukes minst i norske ord?","X","Z","Q","K"
"grammar-l1-121","1","Hvor mange konsonanter finnes det i det norske alfabetet?","20","15","18","21"
"grammar-l1-122","1","Hvilket norsk ord er det lengste vanlige ordet?","Kjemikalielovgivning","Personvernforordning","Arbeidsmiljølov","Kommunikasjon"
"grammar-l1-123","1","Hvor mange stavelser har ordet 'kommunikasjon'?","4","3","5","6"
"grammar-l1-124","1","Hvilken bokstav forekommer oftest i norsk skrifttekst?","E","A","O","I"
"grammar-l1-125","1","Hvor mange bokstaver har det norske alfabetet totalt?","29","26","27","28"
"grammar-l1-126","1","Hvilket ord har mest gjentatte bokstaver i norsk?","Assistent","Sakte","Lykke","Arro"
"grammar-l1-127","1","Hvor mange diftongerer finnes det i norsk?","9","5","7","12"
"grammar-l1-128","1","Hvilken bokstav i alfabetet kommer først?","A","B","Æ","AA"
"grammar-l1-129","1","Hvor mange tegn utgør ordet 'innebygd'?","8","7","9","10"
"grammar-l1-130","1","Hvilket av disse ordene har flest stavelser?","Universitetsstudent","Sjøkatt","Blomst","Kjærlighet"
"grammar-l1-131","1","Hvor mange vokaltyper finnes i norsk språk?","9","6","8","10"
"grammar-l1-132","1","Hvilket norsk ord inneholder alle tre bokstavene Æ, Ø og Å?","Søkbare","Ønsker","Året","Søt"
"grammar-l1-133","1","Hvor mange stavelser har ordet 'påskeutfluktsmulighetene'?","8","6","7","9"
"grammar-l1-134","1","Hvilken bokstav brukes nest minst i norsk?","Z","X","Q","W"
"grammar-l1-135","1","Hvor mange konsonantklynger finnes i norsk?","Flere enn 10","Maksimalt 5","Nøyaktig 8","Mindre enn 3"
"grammar-l1-136","1","Hvilket av disse ordene har færrest stavelser?","Sky","Grunnlag","Blomster","Kjærlighet"
"grammar-l1-137","1","Hvor mange bokstaver har ordet 'kjemisk'?","7","6","8","5"
"grammar-l1-138","1","Hvilken bokstav kommer sist i det norske alfabetet?","Å","Z","Ø","W"
"grammar-l1-139","1","Hvor mange stavelser har ordet 'befolkningsstatistikk'?","6","5","7","8"
"grammar-l1-140","1","Hvilket av disse ordene er lengst?","Arbeidsmiljøloven","Menneske","Kjærlighet","Blomst"
"grammar-l1-141","1","Hvor mange ganger forekommer bokstaven 's' i ordet 'sussekjeks'?","4","2","3","5"
"grammar-l1-142","1","Hvilken bokstav i det norske alfabetet kommer før Ø?","Æ","Å","Z","Y"
"grammar-l1-143","1","Hvor mange bokstaver utgør ordet 'kjemikalier'?","11","10","12","9"
"grammar-l1-144","1","Hvilket norsk ord har flest konsonanter på rad?","Strengt","Grønt","Fryst","Kryss"
"grammar-l1-145","1","Hvor mange stavelser har ordet 'naturkunnskap'?","4","3","5","6"
"grammar-l1-146","1","Hvilken bokstav brukes som eneste på sin plass blant de siste tre?","Æ","Ø","Å","Z"
"grammar-l1-147","1","Hvor mange stavelser har ordet 'skjøldebok'?","3","2","4","5"
"grammar-l1-148","1","Hvilket av disse ordene inneholder dobbel konsonant?","Himmel","Blomst","Grønn","Snø"
"grammar-l1-149","1","Hvor mange stavelser har ordet 'grammatikk'?","3","2","4","5"
"grammar-l1-150","1","Hvilken bokstav er den mest brukte konsonanten i norsk?","N","R","T","S"
"grammar-l1-151","1","Hvor mange stavelser har ordet 'statsbudsjettet'?","4","3","5","6"
"grammar-l1-152","1","Hvilket norsk ord har flest vokal-konsonant-kombinasjoner?","Samarbeid","Himmel","Blomst","Snø"
"grammar-l1-153","1","Hvor mange bokstaver har ordet 'norskundervisning'?","17","15","16","18"
"grammar-l1-154","1","Hvor mange stavelser har ordet 'demonstrasjon'?","4","3","5","6"
"grammar-l1-155","1","Hvilken bokstav kommer mellom Y og Æ i det norske alfabetet?","Z","Å","W","V"
"grammar-l1-156","1","Hvor mange stavelser har ordet 'multisensorisk'?","5","4","6","7"
"grammar-l1-157","1","Hvilket av disse ordene er korteste?","Sky","Stjerne","Blomster","Kjemikalie"
"grammar-l2-158","2","Hvor mange hovedordklasser finnes det i norsk grammatikk?","10","8","12","9"
"grammar-l2-159","2","Hvilket ord er et substantiv i setningen: 'Katter elsker fisk'?","Katter","elsker","fisk","setningen"
"grammar-l2-160","2","Hva kalles ordet som beskriver et substantiv?","Adjektiv","Adverb","Verb","Preposisjon"
"grammar-l2-161","2","Hvor mange kjønn finnes det i norsk grammatikk?","3","2","4","5"
"grammar-l2-162","2","Hvilket kjønn tilhører ordet 'mann'?","Maskulinum","Femininum","Neutrum","Generisk"
"grammar-l2-163","2","Hvilket kjønn tilhører ordet 'jente'?","Femininum","Maskulinum","Neutrum","Generisk"
"grammar-l2-164","2","Hvilket kjønn tilhører ordet 'hus'?","Neutrum","Maskulinum","Femininum","Generisk"
"grammar-l2-165","2","Hva kalles ordklassen som angir handlinger eller tilstander?","Verb","Substantiv","Adjektiv","Konjunksjon"
"grammar-l2-166","2","Hvilket ord er et verb i setningen: 'Hun skrev et brev'?","skrev","hun","brev","et"
"grammar-l2-167","2","Hva kalles ordet som erstatter et substantiv?","Pronomen","Adverb","Preposisjon","Konjunksjon"
"grammar-l2-168","2","Hvilket pronomen er et personlig pronomen?","han","som","hvor","hva"
"grammar-l2-169","2","Hva kalles ordet som forbinder ord eller setninger?","Konjunksjon","Preposisjon","Adverb","Interjeksjon"
"grammar-l2-170","2","Hvilket ord er en konjunksjon i setningen: 'Jeg spiser og drikker'?","og","jeg","spiser","drikker"
"grammar-l2-171","2","Hva kalles ordet som modifiserer et verb?","Adverb","Adjektiv","Substantiv","Preposisjon"
"grammar-l2-172","2","Hvilket ord er et adverb i setningen: 'Han løper fort'?","fort","han","løper","setningen"
"grammar-l2-173","2","Hva kalles ordet som angir forhold mellom ord i en setning?","Preposisjon","Konjunksjon","Adverb","Pronomen"
"grammar-l2-174","2","Hvilken preposisjon brukes i setningen: 'Boken ligger ___ bordet'?","på","i","under","med"
"grammar-l2-175","2","Hva kalles ordet som uttrykker følelser eller reaksjoner?","Interjeksjon","Adverb","Adjektiv","Verb"
"grammar-l2-176","2","Hvilken interjeksjon uttrykker glede?","Hurra","Au","Nei","Hmm"
"grammar-l2-177","2","Hvor mange personlige pronomen finnes det i norsk?","6","4","8","5"
"grammar-l2-178","2","Hva er første person singular pronomen?","jeg","du","han","vi"
"grammar-l2-179","2","Hva er tredje person plural pronomen?","de","dem","dere","vi"
"grammar-l2-180","2","Hva kalles en ord som kan både være substantiv og adjektiv?","Fleksibelt ord","Homonym","Synonym","Antonym"
"grammar-l2-181","2","Hvilken setningstype starter med et spørsmål?","Spørresetning","Utsagnssetning","Påbudssetning","Ønsksetning"
"grammar-l2-182","2","Hva kalles ordet som angir mengde eller antall?","Numerale","Kardinal","Ordinal","Determinativ"
"grammar-l2-183","2","Hvilken form av tallet 'tre' er et ordinaltal?","tredje","tre","tret","tretal"
"grammar-l2-184","2","Hva kalles den form av et verb som uttrykker mulighet eller villighet?","Modus","Tempus","Person","Numerus"
"grammar-l2-185","2","Hvor mange tempora (tidsformer) finnes det i norsk?","3","2","4","5"
"grammar-l2-186","2","Hva er presens form av verbet 'være'?","er","var","vart","være"
"grammar-l2-187","2","Hva er preteritum form av verbet 'være'?","var","er","vart","voren"
"grammar-l2-188","2","Hva kalles når et ord har flere betydninger?","Polysemi","Homografi","Homofoni","Synonymi"
"grammar-l2-189","2","Hva kalles ord som har samme betydning?","Synonymer","Antonymer","Homonymer","Homografer"
"grammar-l2-190","2","Hva kalles ord som har motsatt betydning?","Antonymer","Synonymer","Homonymer","Homofoner"
"grammar-l2-191","2","Hvilke ordklasse betegner sted, tid eller måte?","Adverb","Preposisjon","Konjunksjon","Interjeksjon"
"grammar-l2-192","2","Hva kalles det lille ordet som står foran et substantiv?","Artikkel","Determinativ","Pronomen","Adjektiv"
"grammar-l2-193","2","Hva er den ubestemt artikkel foran 'hus'?","et","en","ein","den"
"grammar-l2-194","2","Hva er den bestemt artikkel foran 'mann'?","mannen","mann","en mann","manen"
"grammar-l2-195","2","Hvor mange verb-klasser finnes det i norsk?","2","1","3","4"
"grammar-l2-196","2","Hva kalles de to verb-klassene?","Sterke og svake verb","Aktive og passive verb","Regelmessige og irregulære verb","Transitive og intransitive verb"
"grammar-l2-197","2","Hvilket språk er norsk grammatikk mest påvirket av?","Gammelnoisk","Latin","Gresk","Sanskrit"
"grammar-l2-198","2","I hvilken periode utviklet det norske skriftspråket seg fra dansk?","1800-tallet","1600-tallet","1700-tallet","1900-tallet"
"grammar-l2-199","2","Hvem var den norske språkforskeren som arbeidet mest for norsk grammatisk standardisering?","Ivar Aasen","Henrik Wergeland","Bjørnstjerne Bjørnson","Edvard Grieg"
"grammar-l2-200","2","Hva het det dansk-norske språket som ble brukt før 1814?","Dansk-norsk eller dansk-norsk bokmål","Gammelnorsk","Nynorsk","Riksmål"
"grammar-l2-201","2","Hvilket språk påvirket norsk grammatikk gjennom handel og kontakt i middelalderen?","Middelnedertysk","Fransk","Italiensk","Engelsk"
"grammar-l2-202","2","I hvilken århundre forsvant de fleste kasusendelsene i norsk?","1300-tallet","1100-tallet","1200-tallet","1400-tallet"
"grammar-l2-203","2","Hva var Arne Torp kjent for innen norsk grammatikk?","Ordbokaarbeid og grammatiske studier","Oppfinnelsen av nynorsk","Å skape bokmål","Oversettelse av bibelen"
"grammar-l2-204","2","Hvilket år ble norsk offisielt skilt fra dansk som eget språk?","1814","1800","1830","1905"
"grammar-l2-205","2","Hva het systemet for å dele norsk inn i to skriftformer i moderne tid?","Målføresamtalen","Dialektproblematikken","Målstriden","Normalisering"
"grammar-l2-206","2","Hvilken norsk grammatiker skrev den første norske grammatikken?","Rasmus Rask","Ivar Aasen","Jacob Aall","Knud Lid"
"grammar-l2-207","2","I hvilken periode hadde norsk grammatikk sterkest dansk påvirkning?","1380-1814","1200-1380","1814-1900","1000-1200"
"grammar-l2-208","2","Hva var hovedformålet med Ivar Aasens grammatiske arbeid?","Å standardisere nynorsk basert på dialekter","Å forene dansk og norsk","Å kopiere svensk grammatikk","Å skape et kunstig språk"
"grammar-l2-209","2","Hvem var den mest kjente norske grammatikeren på 1800-tallet?","Ivar Aasen","Peter Christen Asbjørnsen","Jørgen Moe","Alexander Lange Kielland"
"grammar-l2-210","2","Fra hvilket språk stammer ordet 'grammatikk'?","Gresk","Latin","Engelsk","Fransk"
"grammar-l2-211","2","Hva hettet dansk-norske kongerike som påvirket norsk grammatikk?","Kalmarunionen","Norges rike","Skandinaviske unionen","Nordiske alliansen"
"grammar-l2-212","2","Hvilket århundre begynte norsk å få egne grammatikkbøker?","1800-tallet","1600-tallet","1700-tallet","1500-tallet"
"grammar-l2-213","2","Hva var status for norsk grammatikk før 1814?","Det var ikke en formell norsk grammatikk","Den var fullstendig utarbeidet","Den var identisk med svensk","Den var like viktig som dansk"
"grammar-l2-214","2","Hvilken språkform baserte Ivar Aasen nynorsk på?","Landsmål fra bygdene","Dansk grammatikk","Svensk grammatikk","Engelsk grammatikk"
"grammar-l2-215","2","I hvilken periode var norsk grammatikk mest påvirket av tysk?","Middelalderen og hanseatisk periode","Reformasjonstiden","Renessansen","Opplysningstiden"
"grammar-l2-216","2","Hva kaller vi de gamle norske tekstene fra før 1350?","Gammelnorsk eller middelaldersk norsk","Nynorsk","Bokmål","Riksmål"
"grammar-l2-217","2","Hvilken viktig grammatisk endring skjedde da norsk ble påvirket av dansk?","Forenkling av kasussystemet","Komplisering av verbformene","Tilføyelse av flere kasuser","Endring av vokalene"
