"id","level","prompt","correct","distractor1","distractor2","distractor3"
"computer_sience-l1-26","1","Which company created the macOS operating system?","Apple","Microsoft","Linux","IBM"
"computer_sience-l1-27","1","What does API stand for?","Application Programming Interface","Advanced Programming Interface","Application Process Integration","Automated Programming Input"
"computer_sience-l1-28","1","In what year was the first computer mouse invented?","1964","1958","1972","1950"
"computer_sience-l1-29","1","What does PDF stand for?","Portable Document Format","Personal Data File","Program Display Format","Permanent Document File"
"computer_sience-l1-30","1","Which programming language is primarily used for system programming?","C","Ruby","PHP","Swift"
"computer_sience-l1-31","1","What is the main function of a hard drive?","Store data permanently","Process data","Display images","Cool the system"
"computer_sience-l1-32","1","What does URL stand for?","Uniform Resource Locator","Universal Resource Link","User Resource Locator","Uniform Retrieval Language"
"computer_sience-l1-33","1","Which company created the C++ programming language?","Bjarne Stroustrup","Guido van Rossum","Dennis Ritchie","Linus Torvalds"
"computer_sience-l1-34","1","What does SQL stand for?","Structured Query Language","Standard Query Language","Simple Query Language","System Query Language"
"computer_sience-l1-35","1","What is the primary purpose of RAM?","Temporarily store data during processing","Permanently store files","Display graphics","Connect to networks"
"computer_sience-l1-36","1","In what year was the first Apple Macintosh computer released?","1984","1980","1988","1976"
"computer_sience-l1-37","1","What does GB stand for?","Gigabyte","Gigabit","Great Byte","Global Buffer"
"computer_sience-l1-38","1","Which operating system is open-source and free?","Linux","Windows","macOS","iOS"
"computer_sience-l1-39","1","What does BIOS stand for?","Basic Input Output System","Basic Internal Operating System","Boot Information Operating System","Basic Input Output Software"
"computer_sience-l1-40","1","What is the purpose of a router in networking?","Direct data between networks","Store network data","Display network information","Encrypt data transmission"
"computer_sience-l1-41","1","Who is often called the father of modern computers?","Charles Babbage","Alan Turing","Ada Lovelace","Herman Hollerith"
"computer_sience-l1-42","1","In what year was the first electronic general-purpose computer ENIAC completed?","1946","1943","1949","1952"
"computer_sience-l1-43","1","Which mathematician is famous for writing the first computer algorithm?","Ada Lovelace","Grace Hopper","Margaret Hamilton","Jean Jennings Bartik"
"computer_sience-l1-44","1","What was the name of Charles Babbage's first mechanical computing device?","Difference Engine","Analytical Engine","Computing Machine","Mathematical Device"
"computer_sience-l1-45","1","In which country was the first programmable computer invented?","Germany","United States","United Kingdom","France"
"computer_sience-l1-46","1","Who invented the transistor in 1947?","William Shockley, John Bardeen, and Walter Brattain","Jack Kilby and Robert Noyce","Gordon Moore and Carver Mead","Richard Feynman and Donald Knuth"
"computer_sience-l1-47","1","What does UNIVAC stand for?","Universal Automatic Computer","Universal Analytical Computing","Unified Automated Computer","Universal Arithmetic Computer"
"computer_sience-l1-48","1","In what year was the integrated circuit invented?","1958","1955","1961","1964"
"computer_sience-l1-49","1","Which company built the first commercially successful computer?","IBM","Apple","Microsoft","Hewlett-Packard"
"computer_sience-l1-50","1","Who created the concept of the Turing Machine?","Alan Turing","Kurt Gödel","John von Neumann","David Hilbert"
"computer_sience-l1-51","1","What was the primary use of ENIAC when it was first built?","Calculating ballistic trajectories","Breaking military codes","Weather forecasting","Census data processing"
"computer_sience-l1-52","1","In what decade did personal computers first become popular?","1980s","1970s","1990s","1960s"
"computer_sience-l1-53","1","Who is credited with inventing the first electric computer?","Konrad Zuse","Howard Aiken","John Atanasoff","Cliff Berry"
"computer_sience-l1-54","1","What was the name of the first commercially available computer mouse?","Xerox Alto","Apple Lisa","Commodore 64","Altair 8800"
"computer_sience-l1-55","1","In which year did Bill Gates and Paul Allen found Microsoft?","1975","1972","1978","1981"
"computer_sience-l1-56","1","What was the name of the first Apple computer?","Apple I","Macintosh","Apple II","iMac"
"computer_sience-l1-57","1","Who invented the World Wide Web?","Tim Berners-Lee","Vint Cerf","Bob Kahn","Jon Postel"
"computer_sience-l1-58","1","In what year was the internet made available to the public?","1991","1989","1994","1988"
"computer_sience-l1-59","1","What was the first widely used programming language?","FORTRAN","COBOL","ALGOL","BASIC"
"computer_sience-l1-60","1","Who developed the first version of the C programming language?","Dennis Ritchie","Bjarne Stroustrup","Ken Thompson","Brian Kernighan"
"computer_sience-l1-61","1","In what year was the Apple Macintosh first released?","1984","1982","1986","1988"
"computer_sience-l1-62","1","What was the Altair 8800?","The first personal computer kit sold in large quantities","The first laptop computer","The first gaming console","The first mainframe computer"
"computer_sience-l1-63","1","Who is known as the inventor of the graphical user interface?","Douglas Engelbart","Steve Jobs","Bill Gates","Nolan Bushnell"
"computer_sience-l1-64","1","In what year was the first version of Windows released by Microsoft?","1985","1983","1987","1990"
"computer_sience-l1-65","1","What does ASCII stand for?","American Standard Code for Information Interchange","Automated System for Code and Information Input","American Symbolic Code for Inter-device Integration","Automatic Standardization of Computer Information"
"computer_sience-l1-66","1","Who invented the floppy disk?","David Noble","Steve Wozniak","Gary Kildall","Shigeru Miyamoto"
"computer_sience-l1-67","1","In what year was the first IBM PC released?","1981","1979","1983","1985"
"computer_sience-l1-68","1","What was the first web browser called?","WorldWideWeb","Netscape Navigator","Mosaic","Internet Explorer"
"computer_sience-l1-69","1","Who is credited with the creation of the first spreadsheet program?","Dan Bricklin and Bob Frankston","Mitch Kapor","Douglas Engelbart","Gary Kildall"
"computer_sience-l1-70","1","In what year was the first email sent?","1971","1969","1973","1975"
"computer_sience-l1-71","1","What was the name of the first search engine?","Archie","Yahoo","Altavista","Google"
"computer_sience-l1-72","1","Who invented the Java programming language?","James Gosling","Guido van Rossum","Rasmus Lerdorf","Mark Shuttleworth"
"computer_sience-l1-73","1","In what year was Python first released?","1991","1989","1993","1995"
"computer_sience-l1-74","1","What was the primary purpose of the ARPANET?","Military and academic communication network","Commercial data sharing","Entertainment distribution","Government surveillance system"
"computer_sience-l1-75","1","Who created the concept of virtual memory?","Fred Brooks","Grace Hopper","Donald Knuth","Edsger Dijkstra"
"computer_sience-l1-76","1","In what year was the first video game released?","1972","1970","1974","1975"
"computer_sience-l1-77","1","What was the name of the first video game?","Pong","Space Invaders","Pac-Man","Asteroids"
"computer_sience-l1-78","1","Who is known as the founder of Apple Computer Company?","Steve Jobs, Steve Wozniak, and Ronald Wayne","Bill Gates and Paul Allen","Nolan Bushnell and Ted Dabney","Gary Kildall and Tim Paterson"
"computer_sience-l1-79","1","What is the name of the famous search engine that Google founders Larry Page and Sergey Brin created?","Google","Yahoo","Bing","Ask.com"
"computer_sience-l1-80","1","In what year was the first computer mouse invented by Douglas Engelbart?","1964","1974","1954","1984"
"computer_sience-l1-81","1","What does the acronym CPU stand for?","Central Processing Unit","Central Program Utility","Computer Personal Unit","Central Processor Upload"
"computer_sience-l1-82","1","Who is known as the father of computer science?","Alan Turing","Charles Babbage","Ada Lovelace","John von Neumann"
"computer_sience-l1-83","1","What year did Bill Gates and Paul Allen found Microsoft?","1975","1970","1985","1980"
"computer_sience-l1-84","1","What is the most popular programming language as of 2024 according to most surveys?","Python","Java","C++","JavaScript"
"computer_sience-l1-85","1","In what year did Facebook launch to the public?","2006","2004","2008","2010"
"computer_sience-l1-86","1","How many cores does a typical dual-core processor have?","2","1","4","8"
"computer_sience-l1-87","1","What is the name of Apple's operating system for Mac computers?","macOS","iOS","Windows","Linux"
"computer_sience-l1-88","1","In what year was the World Wide Web invented by Tim Berners-Lee?","1989","1979","1999","1995"
"computer_sience-l1-89","1","What year was the iPhone first released by Apple?","2007","2005","2009","2008"
"computer_sience-l1-90","1","How many characters does a typical Twitter post allow?","280","140","500","200"
"computer_sience-l1-91","1","What is the most downloaded mobile operating system worldwide?","Android","iOS","Windows Phone","Symbian"
"computer_sience-l1-92","1","In what year did Google acquire YouTube?","2006","2005","2007","2008"
"computer_sience-l1-93","1","What does the acronym URL stand for?","Uniform Resource Locator","Universal Retrieval Language","Unique Resource Link","Unified Remote Location"
"computer_sience-l1-94","1","How many gigabytes are in one terabyte?","1024","512","2048","256"
"computer_sience-l1-95","1","What is the most common web browser as of 2024?","Chrome","Firefox","Safari","Edge"
"computer_sience-l1-96","1","In what year was Linux created by Linus Torvalds?","1991","1989","1993","1995"
"computer_sience-l1-97","1","What does the acronym API stand for?","Application Programming Interface","Advanced Program Integration","Application Process Integration","Automated Programming Interface"
"computer_sience-l1-98","1","How many pixels are in the screen resolution 1920x1080?","2073600","1920000","1080000","3000000"
"computer_sience-l1-99","1","What is the name of Microsoft's web browser released in 2015?","Edge","Explorer","Navigator","Compass"
"computer_sience-l1-100","1","In what year was the first iPhone with 5G capability released?","2020","2019","2021","2018"
"computer_sience-l1-101","1","What does SSL stand for in web security?","Secure Sockets Layer","Secure Server Link","Super Secure Layer","System Security Layer"
"computer_sience-l1-102","1","How many megabytes are in one gigabyte?","1024","512","2048","100"
"computer_sience-l1-103","1","What is the name of Amazon's cloud computing service?","AWS","Azure","Google Cloud","IBM Cloud"
"computer_sience-l1-104","1","In what year did Instagram launch?","2010","2008","2012","2009"
"computer_sience-l1-105","1","What does the acronym JSON stand for?","JavaScript Object Notation","Java Standard Object Network","JavaScript Open Notation","Java Syntax Object Naming"
"computer_sience-l1-106","1","How many colors can a standard RGB display represent?","16777216","256","65536","1024"
"computer_sience-l1-107","1","What is the most popular database management system?","MySQL","PostgreSQL","Oracle","MongoDB"
"computer_sience-l1-108","1","In what year was Netflix founded?","1997","1995","2000","2001"
"computer_sience-l1-109","1","What does the acronym FTP stand for?","File Transfer Protocol","Fast Technology Protocol","File Transmission Process","Flexible Transfer Protocol"
"computer_sience-l1-110","1","How many bits are in one kilobyte?","8192","1024","4096","16384"
"computer_sience-l1-111","1","What is the name of Elon Musk's AI company?","OpenAI","DeepMind","Tesla AI","Neuralink"
"computer_sience-l1-112","1","In what year was the first webcam created?","1991","1989","1995","1993"
"computer_sience-l1-113","1","What does HTTPS stand for?","HyperText Transfer Protocol Secure","High Technology Protocol System","HyperText Transmission Process Secure","Home Transfer Protocol Secure"
"computer_sience-l1-114","1","Who is often called the father of computers?","Charles Babbage","Alan Turing","Ada Lovelace","John von Neumann"
"computer_sience-l1-115","1","Which famous computer scientist created the World Wide Web?","Tim Berners-Lee","Steve Jobs","Bill Gates","Larry Page"
"computer_sience-l1-116","1","Who founded Microsoft with Bill Gates?","Paul Allen","Steve Ballmer","Mark Zuckerberg","Sergey Brin"
"computer_sience-l1-117","1","Which person is credited with inventing the graphical user interface (GUI)?","Douglas Engelbart","Steve Wozniak","Grace Hopper","Donald Knuth"
"computer_sience-l1-118","1","Who founded Apple Computer Company?","Steve Jobs","Bill Gates","Larry Ellison","Jerry Yang"
"computer_sience-l1-119","1","Which computer scientist is known for creating the first webcam?","Quentin Stafford-Fraser","Vint Cerf","Jon Postel","Ray Tomlinson"
"computer_sience-l1-120","1","Who invented the first electronic digital computer ENIAC?","John Eckert and John Mauchly","Alan Turing and Christopher Strachey","Konrad Zuse and Hermann Hollerith","Grace Hopper and Betty Snyder"
"computer_sience-l1-121","1","Which pioneering woman mathematician wrote the first computer algorithm?","Ada Lovelace","Grace Hopper","Hedy Lamarr","Jean Jennings Bartik"
"computer_sience-l1-122","1","Who developed the C programming language?","Dennis Ritchie","Bjarne Stroustrup","Guido van Rossum","Ken Thompson"
"computer_sience-l1-123","1","Which person created the Python programming language?","Guido van Rossum","Barry Warsaw","James Gosling","Brendan Eich"
"computer_sience-l1-124","1","Who is known as the father of artificial intelligence?","John McCarthy","Geoffrey Hinton","Yann LeCun","Andrew Ng"
"computer_sience-l1-125","1","Which computer scientist developed the Linux kernel?","Linus Torvalds","Richard Stallman","Andrew Tanenbaum","Eric Raymond"
"computer_sience-l1-126","1","Who founded Google with Sergey Brin?","Larry Page","Eric Schmidt","Sundar Pichai","Susan Wojcicki"
"computer_sience-l1-127","1","Which person created the Java programming language?","James Gosling","Bill Joy","Scott McNealy","Guy Steele"
"computer_sience-l1-128","1","Who is the founder of Facebook?","Mark Zuckerberg","Eduardo Saverin","Andrew McCollum","Dustin Moskovitz"
"computer_sience-l1-129","1","Which computer scientist pioneered the concept of virtual reality?","Jaron Lanier","Mark Pesce","Tony Parisi","Palmer Luckey"
"computer_sience-l1-130","1","Who developed the theory of computation and the Turing machine?","Alan Turing","Church Alonzo","Emil Post","Kurt Gödel"
"computer_sience-l1-131","1","Which pioneering computer scientist created COBOL programming language?","Grace Hopper","Jean Jennings Bartik","Marlyn Meltzer","Frances Bilas"
"computer_sience-l1-132","1","Who founded Twitter?","Jack Dorsey","Noah Glass","Evan Williams","Biz Stone"
"computer_sience-l1-133","1","Which person invented the hypertext markup language (HTML)?","Tim Berners-Lee","Robert Cailliau","Dan Connolly","Håkon Wium Lie"
"computer_sience-l1-134","1","Who developed the first version of the C++ programming language?","Bjarne Stroustrup","Andrew Koenig","Dennis Ritchie","Herb Sutter"
"computer_sience-l1-135","1","Which computer scientist created the World Wide Web Consortium (W3C)?","Tim Berners-Lee","Dan Connolly","Steve Bratt","Philippe Le Hégaret"
"computer_sience-l1-136","1","Who founded Wikipedia?","Jimmy Wales","Larry Sanger","Angela Beesley","Erik Möller"
"computer_sience-l1-137","1","Which person invented the mouse input device for computers?","Douglas Engelbart","Ralph Baer","Bill English","Xerox Alto Team"
"computer_sience-l1-138","1","Who created the Lisp programming language?","John McCarthy","Richard Stallman","Guy Steele","Paul Graham"
"computer_sience-l1-139","1","Which computer scientist developed the concept of object-oriented programming?","Ole-Johan Dahl","Kristen Nygaard","Alan Kay","Bjarne Stroustrup"
"computer_sience-l1-140","1","Who is credited with inventing the concept of the database?","Edgar F. Codd","Donald Chamberlin","Raymond F. Boyce","Ted Codd"
"computer_sience-l1-141","1","Which person founded Netflix as a DVD rental service?","Reed Hastings","Marc Randolph","Neil Hunt","Ted Sarandos"
"computer_sience-l1-142","1","Who developed the concept of data compression algorithms?","Abraham Lempel","Jacob Ziv","David Huffman","Claude Shannon"
"computer_sience-l1-143","1","Which computer scientist created the Git version control system?","Linus Torvalds","Larry McVoy","Andrew Tridgell","Junio Hamano"
"computer_sience-l1-144","1","Who founded Reddit?","Steve Huffman","Aaron Swartz","Alexis Ohanian","Nick Kallen"
"computer_sience-l1-145","1","Which person invented the barcode scanning technology?","Norman Joseph Woodland","Bernard Silver","George Laurer","David Savir"
"computer_sience-l1-146","1","Who developed the fundamental principles of computer networking?","Vint Cerf","Bob Kahn","Jon Postel","Larry Roberts"
"computer_sience-l1-147","1","Which computer scientist created the Ruby programming language?","Yukihiro Matsumoto","David Heinemeier Hansson","Matz Hasimoto","Ruby Samurai"
"computer_sience-l1-148","1","Who founded PayPal and later created Tesla and SpaceX?","Elon Musk","Peter Thiel","Max Levchin","Jawed Karim"
"computer_sience-l1-149","1","Which person is credited with developing the relational database model?","Edgar F. Codd","Donald Chamberlin","Chris Date","Michael Stonebraker"
"computer_sience-l1-150","1","Who invented the transistor at Bell Labs?","William Shockley","John Bardeen","Leon Cooper","Richard Feynman"
"computer_sience-l1-151","1","Which computer scientist created the Fortran programming language?","John Backus","Grace Hopper","Betty Holberton","Kay McNulty"
"computer_sience-l1-152","1","Who is known for developing the concept of cryptography and public-key systems?","Whitfield Diffie","Martin Hellman","Ron Rivest","Adi Shamir"
"computer_sience-l2-153","2","What is the most common programming language for beginners?","Python","Assembly","Rust","Fortran"
"computer_sience-l2-154","2","What is the basic unit of data in computing?","Bit","Byte","Kilobyte","Megabyte"
"computer_sience-l2-155","2","Who is known as the father of modern computing?","Alan Turing","Charles Babbage","Ada Lovelace","Grace Hopper"
"computer_sience-l2-156","2","What is the purpose of an operating system?","Manage hardware and software resources","Execute all user programs directly","Store all user data permanently","Generate electrical power for the computer"
"computer_sience-l2-157","2","Which programming language is used to style web pages?","CSS","JavaScript","HTML","PHP"
"computer_sience-l2-158","2","What is the smallest unit of an image on a screen called?","Pixel","Byte","Vector","Raster"
"computer_sience-l2-159","2","What is the main function of a router?","Direct data between networks","Store website information","Execute programming commands","Compress large files"
"computer_sience-l2-160","2","In what year was the first computer bug documented?","1947","1951","1943","1955"
"computer_sience-l2-161","2","What is the base numbering system used in computing?","Binary","Decimal","Hexadecimal","Octal"
"computer_sience-l2-162","2","What is a database primarily used for?","Store and organize data","Display web pages","Execute software programs","Create visual graphics"
"computer_sience-l2-163","2","What does Wi-Fi stand for?","Wireless Fidelity","Wireless Frequency","Web Interface Fidelity","Wireless Information Feed"
"computer_sience-l2-164","2","Who created the Linux operating system?","Linus Torvalds","Richard Stallman","Ken Thompson","Dennis Ritchie"
"computer_sience-l2-165","2","What is the primary purpose of encryption?","Protect data confidentiality","Increase data transfer speed","Reduce file size","Organize file systems"
"computer_sience-l2-166","2","What does RGB stand for?","Red, Green, Blue","Rapid Graphics Bit","Raster Graphic Buffer","Real Graphics Bandwidth"
"computer_sience-l2-167","2","Which company created Microsoft Word?","Microsoft","Apple","Google","Adobe"
"computer_sience-l2-168","2","What is a firewall primarily designed to do?","Block unauthorized network access","Speed up internet connection","Compress data files","Display error messages"
"computer_sience-l2-169","2","What does JSON stand for?","JavaScript Object Notation","Java Source Output Notation","JavaScript Online Network","Java Syntax Organization Notation"
"computer_sience-l2-170","2","What is the main component that performs calculations in a computer?","CPU","GPU","RAM","Hard Drive"
"computer_sience-l2-171","2","What does SSH stand for?","Secure Shell","Secure Socket Handler","System Security Hub","Secure Server Host"
"computer_sience-l2-172","2","What is an algorithm in computer science?","Step-by-step procedure to solve a problem","A type of programming language","A computer hardware component","A network communication protocol"
"computer_sience-l2-173","2","What is the purpose of a compiler?","Convert source code to machine code","Execute programs directly","Organize computer files","Manage network connections"
"computer_sience-l2-174","2","What does FTP stand for?","File Transfer Protocol","Fast Text Processing","File Transmission Process","Function Transfer Protocol"
"computer_sience-l2-175","2","What is the main function of a modem?","Convert digital signals to analog signals and vice versa","Store large amounts of data","Display images and videos","Execute background processes"
"computer_sience-l2-176","2","What does IDE stand for in programming?","Integrated Development Environment","Internal Data Exchange","Internet Development Engine","Integrated Disk Encoder"
"computer_sience-l2-177","2","Who is often credited with inventing the first electronic general-purpose computer?","John Mauchly and J. Presper Eckert","Alan Turing and David Hilbert","Charles Babbage and Ada Lovelace","Konrad Zuse and Nikola Tesla"
"computer_sience-l2-178","2","In what year was the ENIAC computer first operational?","1946","1936","1956","1926"
"computer_sience-l2-179","2","Which mathematician is known as the 'father of computer science'?","Alan Turing","John von Neumann","Claude Shannon","Grace Hopper"
"computer_sience-l2-180","2","What was Charles Babbage's most famous invention?","The Analytical Engine","The Difference Engine","The Jacquard Loom","The Leibniz Wheel"
"computer_sience-l2-181","2","Who invented the first programmable computer?","Konrad Zuse","Howard Aiken","William Shockley","John Bardeen"
"computer_sience-l2-182","2","In what year did Konrad Zuse complete the Z3 computer?","1941","1931","1951","1961"
"computer_sience-l2-183","2","Which computing device used vacuum tubes as electronic switches?","ENIAC","UNIVAC","IBM System/360","Apple II"
"computer_sience-l2-184","2","Who developed the concept of the universal Turing machine?","Alan Turing","Emmy Noether","Kurt Gödel","Bertrand Russell"
"computer_sience-l2-185","2","What is considered the first high-level programming language?","FORTRAN","COBOL","ALGOL","LISP"
"computer_sience-l2-186","2","In what year was FORTRAN first introduced?","1957","1947","1967","1977"
"computer_sience-l2-187","2","Who is credited with writing the first computer program?","Ada Lovelace","Grace Hopper","Hedy Lamarr","Jean Jennings Bartik"
"computer_sience-l2-188","2","What year was the transistor invented?","1947","1937","1957","1927"
"computer_sience-l2-189","2","At which institution was the transistor developed?","Bell Labs","MIT","Stanford University","Princeton University"
"computer_sience-l2-190","2","Who invented the integrated circuit?","Jack Kilby and Robert Noyce","William Shockley and John Bardeen","Gordon Moore and David Grove","Steve Wozniak and Steve Jobs"
"computer_sience-l2-191","2","What was the primary purpose of the UNIVAC computer?","Business and census data processing","Military cryptanalysis","Scientific weather prediction","Educational research"
"computer_sience-l2-192","2","In what year was the IBM System/360 released?","1964","1954","1974","1944"
"computer_sience-l2-193","2","What does ASCII stand for in computer history?","American Standard Code for Information Interchange","Advanced System for Computing and Information Integration","Automatic Sequential Coding and Indexing Interface","Application Specific Code for International Interchange"
"computer_sience-l2-194","2","Who invented the Jacquard loom, which influenced early computer design?","Joseph Marie Jacquard","Charles Babbage","Ned Ludd","John Kay"
"computer_sience-l2-195","2","What year was the first microprocessor, the Intel 4004, released?","1971","1961","1981","1951"
"computer_sience-l2-196","2","Who invented the first microprocessor?","Ted Hoff and Federico Faggin","Steve Jobs and Steve Wozniak","Bill Gates and Paul Allen","Gordon Moore and David Grove"
"computer_sience-l2-197","2","What was the primary innovation of the PDP-11 computer?","Small, affordable, multipurpose computing","The first personal computer","The first graphical user interface","The first network-based computing"
"computer_sience-l2-198","2","In what year was the ARPANET, precursor to the internet, established?","1969","1959","1979","1949"
"computer_sience-l2-199","2","Who is credited with inventing the mouse as a computer input device?","Douglas Engelbart","Ivan Sutherland","Alan Kay","Bob Metcalfe"
"computer_sience-l2-200","2","What year was the first Apple computer released?","1976","1966","1986","1956"
"computer_sience-l2-201","2","Who developed the concept of object-oriented programming?","Alan Kay","Niklaus Wirth","Dennis Ritchie","Guido van Rossum"
"computer_sience-l2-202","2","What was the primary purpose of the Enigma machine?","Military encryption during World War II","Early computer calculations","Telephone switching systems","Mechanical adding machine functions"
"computer_sience-l2-203","2","Who created the Turing Test to measure machine intelligence?","Alan Turing","John Searle","Marvin Minsky","John McCarthy"
"computer_sience-l2-204","2","What year was the first commercial computer, the UNIVAC I, delivered?","1951","1941","1961","1931"
"computer_sience-l2-205","2","Who invented COBOL programming language?","Grace Hopper and team","John Backus and team","Dijkstra and Hoare","Ritchie and Thompson"
"computer_sience-l2-206","2","What is Moore's Law about?","The doubling of transistor count on microchips every two years","The cost reduction of computer memory","The increase in internet bandwidth","The exponential growth of software complexity"
"computer_sience-l2-207","2","Who proposed Moore's Law?","Gordon Moore","David Grove","Andy Grove","Craig Barrett"
"computer_sience-l2-208","2","In what year was the floppy disk introduced?","1971","1961","1981","1951"
"computer_sience-l2-209","2","Who invented the hard disk drive?","IBM engineers","Seagate engineers","Western Digital engineers","Ampex engineers"
"computer_sience-l2-210","2","What year was the first IBM hard disk drive released?","1956","1946","1966","1936"
"computer_sience-l2-211","2","Who invented the barcode for computer use?","George Laurer","Norman Woodland","Joseph Woodland","Bernard Silver"
"computer_sience-l2-212","2","What year was the first email sent over ARPANET?","1971","1961","1981","1951"
"computer_sience-l2-213","2","Who wrote the first email program?","Ray Tomlinson","Jon Postel","David Crocker","Larry Roberts"
"computer_sience-l2-214","2","Who is known as the founder of Microsoft?","Bill Gates","Steve Jobs","Mark Zuckerberg","Larry Page"
"computer_sience-l2-215","2","Which famous computer scientist invented the World Wide Web?","Tim Berners-Lee","Vint Cerf","Jon Postel","Bob Kahn"
"computer_sience-l2-216","2","Who is the co-founder of Apple Computer Company?","Steve Jobs","Bill Gates","Steve Wozniak","John Sculley"
"computer_sience-l2-217","2","Who created the first version of the Linux operating system?","Linus Torvalds","Richard Stallman","Ken Thompson","Dennis Ritchie"
"computer_sience-l2-218","2","Which programmer is famous for creating the C programming language?","Dennis Ritchie","Bjarne Stroustrup","Guido van Rossum","Brendan Eich"
"computer_sience-l2-219","2","Who invented the concept of object-oriented programming in Smalltalk?","Alan Kay","Niklaus Wirth","Donald Knuth","Grace Hopper"
"computer_sience-l2-220","2","Who created the Python programming language?","Guido van Rossum","Brendan Eich","Larry Wall","Graydon Hoare"
"computer_sience-l2-221","2","Who is considered the father of computer science?","Alan Turing","John von Neumann","Charles Babbage","Ada Lovelace"
"computer_sience-l2-222","2","Who invented the first widely-used web browser, Netscape Navigator?","Marc Andreessen","Tim Berners-Lee","Jon von Neumann","Steve Case"
"computer_sience-l2-223","2","Who developed the first graphical user interface at Xerox Alto?","Alan Kay","Douglas Engelbart","Bob Metcalfe","Charles Simonyi"
"computer_sience-l2-224","2","Who is the co-founder of Google along with Larry Page?","Sergey Brin","Eric Schmidt","Marissa Mayer","Susan Wojcicki"
"computer_sience-l2-225","2","Who invented the mouse computer input device?","Douglas Engelbart","Alan Kay","Ivan Sutherland","Bob Metcalfe"
"computer_sience-l2-226","2","Who created the Java programming language?","James Gosling","Bjarne Stroustrup","Guido van Rossum","Graydon Hoare"
"computer_sience-l2-227","2","Who is famous for developing the SQL database language?","Donald Chamberlin","Edgar Codd","Michael Stonebraker","Niklaus Wirth"
"computer_sience-l2-228","2","Who invented Ethernet networking technology?","Bob Metcalfe","Vint Cerf","Jon Postel","Robert Kahn"
"computer_sience-l2-229","2","Who is the creator of the Lisp programming language?","John McCarthy","Marvin Minsky","Herbert Simon","Allen Newell"
"computer_sience-l2-230","2","Who developed the Pascal programming language?","Niklaus Wirth","Dennis Ritchie","Ken Thompson","Donald Knuth"
"computer_sience-l2-231","2","Who created the C++ programming language?","Bjarne Stroustrup","Dennis Ritchie","James Gosling","Larry Wall"
"computer_sience-l2-232","2","Who is known for inventing the concept of the algorithm?","Donald Knuth","Alan Turing","Grace Hopper","John von Neumann"
"computer_sience-l2-233","2","Who created the first electronic general-purpose computer, ENIAC?","John Mauchly","Konrad Zuse","Charles Babbage","Herman Hollerith"
