"id","level","prompt","correct","distractor1","distractor2","distractor3"
"movies-l1-112","1","Hvilken skuespiller spiller Dr. Alan Grant i 'Jurassic Park'?","Sam Neill","Jeff Goldblum","Richard Attenborough","Bob Peck"
"movies-l1-113","1","Hvem spiller Dr. Ian Malcolm i 'Jurassic Park'?","Jeff Goldblum","Sam Neill","Laura Dern","Richard Attenborough"
"movies-l1-114","1","Hvilken skuespiller spiller Neytiri i 'Avatar'?","Zoe Saldana","Michelle Yeoh","Sigourney Weaver","Kate Winslet"
"movies-l1-115","1","Hvem spiller Jake Sully i 'Avatar'?","Sam Worthington","Matt Damon","Chris Pratt","Bradley Cooper"
"movies-l1-116","1","Hvilken skuespiller spiller Deadpool i filmene?","Ryan Reynolds","Ryan Gosling","Ryan Phillippe","Jason Momoa"
"movies-l1-117","1","Hvem er regissør av 'The Matrix'?","Lana Wachowski","James Cameron","David Fincher","Ridley Scott"
"movies-l1-118","1","Hvilken skuespiller spiller Neo i 'The Matrix'?","Keanu Reeves","Johnny Depp","Tom Cruise","Brad Pitt"
"movies-l1-119","1","Hvilken film er den mest sette filmen i verden gjennom tidene?","Avatar","Titanic","Avengers: Endgame","Avatar: The Way of Water"
"movies-l1-120","1","Hvor mange Oscar-nomineringer fikk filmen ""Titanic"" totalt?","14","11","16","12"
"movies-l1-121","1","Hvilken film vant flest Oscar-priser på én kveld?","Titanic","Ben-Hur","The Lord of the Rings: The Return of the King","West Side Story"
"movies-l1-122","1","Hvor mange Oscar-priser vant ""The Lord of the Rings: The Return of the King""?","11","9","13","10"
"movies-l1-123","1","Hvem er skuespilleren med flest Oscar-nomineringer?","Meryl Streep","Jack Lemmon","Spencer Tracy","Bette Davis"
"movies-l1-124","1","Hvor mange Oscar-nomineringer har Meryl Streep mottatt?","21","19","23","18"
"movies-l1-125","1","Hvilken film hadde det største kinobudsjett noensinne?","Pirates of the Caribbean: On Stranger Tides","Avatar: The Way of Water","Avengers: Endgame","Star Wars: The Force Awakens"
"movies-l1-126","1","Hvilken film tjente mest penger på kinokassen globalt?","Avatar: The Way of Water","Avatar","Avengers: Endgame","Titanic"
"movies-l1-127","1","Hvor mange filmer er det i Marvel Cinematic Universe-serien (offisielt)?","33","30","35","28"
"movies-l1-128","1","Hvilken film varte lengst i sin originale kinokjøring?","Avatar","Titanic","Avengers: Endgame","Avatar: The Way of Water"
"movies-l1-129","1","Hvor lang er ""Avatar: The Way of Water""?","192 minutter","165 minutter","178 minutter","201 minutter"
"movies-l1-130","1","Hvor lang er ""Titanic""?","194 minutter","183 minutter","172 minutter","205 minutter"
"movies-l1-131","1","Hvilken film er den korteste som noensinne vant Best Picture Oscar?","Marty","It Happened One Night","Wings","All About Eve"
"movies-l1-132","1","Hvor mange ganger har Steven Spielberg vunnet Best Director Oscar?","3","2","4","1"
"movies-l1-133","1","Hvilken direktør har flest Oscar-nomineringer for Best Director?","William Wyler","Frank Borzage","Billy Wilder","John Ford"
"movies-l1-134","1","Hvor mange ganger har John Ford vunnet Best Director Oscar?","4","3","5","2"
"movies-l1-135","1","Hvilken film har blitt nominert til Best Picture Oscar flest ganger?","Citizen Kane","Casablanca","Singin' in the Rain","Gone with the Wind"
"movies-l1-136","1","Hvor mange ganger har den samme filmen vunnet Best Picture Oscar samme år som Best Director?","Mange ganger","Aldri","Bare to ganger","Bare én gang"
"movies-l1-137","1","Hvilken skuespiller vant flest Oscar-priser som beste mannlige skuespiller?","Marlon Brando","Laurence Olivier","Jack Lemmon","Spencer Tracy"
"movies-l1-138","1","Hvor mange Oscar-priser vant Katharine Hepburn?","4","3","5","2"
"movies-l1-139","1","Hvilken film satte box office-rekorden ved dens utgave?","Avatar","Titanic","Avatar: The Way of Water","Star Wars: The Force Awakens"
"movies-l1-140","1","Hvor mange mennesker så ""Gone with the Wind"" på kino (beregnet)?","Over 200 millioner","100 millioner","150 millioner","50 millioner"
"movies-l1-141","1","Hvilken film har den høyeste IMDb-ratingen blant klassiske filmer?","The Shawshank Redemption","Citizen Kane","Casablanca","It's a Wonderful Life"
"movies-l1-142","1","Hvilken film har blitt nominert til flest Golden Globe-priser?","La La Land","Titanic","Avatar","Brokeback Mountain"
"movies-l1-143","1","Hvor mange filmer var med i første Oscars-seremoni i 1929?","5","3","7","10"
"movies-l1-144","1","Hvilken film var den første som vant Best Picture Oscar?","Wings","Sunrise","The Jazz Singer","All About Eve"
"movies-l1-145","1","Hvor mange filmer har vunnet Oscar for både Best Picture og Best Director?","De fleste","Bare noen få","Aldri","Omkring halvparten"
"movies-l1-146","1","Hvilken film var den første som knuste $1 milliard box office-grensen?","Avatar","Titanic","Avatar: The Way of Water","Avengers: Endgame"
"movies-l1-147","1","Hvor mange mennesker må ha sett en film for at den skal anses som ""blockbuster""?","Minst 100 millioner","Minst 50 millioner","Minst 200 millioner","Minst 150 millioner"
"movies-l1-148","1","Hvilken film har den største andelen kvinnelige skuespillere i hovedroller?","Ocean's 8","Bridesmaids","Ghostbusters: Answer the Call","Charlie's Angels"
"movies-l1-149","1","Hvor mange år tok det å lage ""Avatar""?","Rundt 14 år","Rundt 5 år","Rundt 10 år","Rundt 20 år"
"movies-l1-150","1","Hvilken film ble sett på kino av flest mennesker i løpet av første helg?","Avatar: The Way of Water","Avatar","Avengers: Endgame","Star Wars: The Force Awakens"
"movies-l1-151","1","Hvor mange Oscar-nomineringer hadde ""All About Eve""?","14","12","16","11"
"movies-l1-152","1","Hvilken film knuste most box office-rekorden når den ble utgitt?","Avatar: The Way of Water","Avatar","Titanic","Star Wars: The Force Awakens"
"movies-l1-153","1","Hvor mange år gikk det mellom ""Avatar"" og ""Avatar: The Way of Water""?","13 år","10 år","15 år","8 år"
"movies-l1-154","1","Hvilken film hadde den høyeste gjennomsnittlige billettprisen?","Avatar: The Way of Water","Avatar","Titanic","Avengers: Endgame"
"movies-l1-155","1","Hvor mange daglige seerrekorder satte ""Avengers: Endgame""?","Flere","Ingen","Bare én","Rundt tre"
"movies-l1-156","1","Hvilken film var den første som nådde $2 milliard box office?","Avatar: The Way of Water","Avatar","Avengers: Endgame","Titanic"
"movies-l1-157","1","Hvor mange Oscar-nomineringer fikk ""Casablanca""?","8","6","10","7"
"movies-l2-158","2","I hvilket land ble filmene om Harry Potter produsert?","Storbritannia","USA","Canada","Australia"
"movies-l2-159","2","Hva er navnet på det største filmstudioet i USA?","Hollywood","Broadway","Paramount Valley","Studio City"
"movies-l2-160","2","Hvilket år ble den første Toy Story-filmen utgitt?","1995","1992","1998","2000"
"movies-l2-161","2","Hvor mange minutter varer en typisk kinofilm gjennomsnittlig?","120","90","150","180"
"movies-l2-162","2","Hvem regisserte filmen Titanic fra 1997?","James Cameron","Steven Spielberg","Martin Scorsese","Francis Ford Coppola"
"movies-l2-163","2","Hva kalles den årlige amerikanske filmprisen som deles ut i februar?","Oscar","Emmy","Grammy","Tony"
"movies-l2-164","2","I hvilket år ble den første Star Wars-filmen utgitt?","1977","1975","1980","1982"
"movies-l2-165","2","Hvilken skuespiller spilte hovedrollen i The Matrix?","Keanu Reeves","Tom Cruise","Brad Pitt","Johnny Depp"
"movies-l2-166","2","Hva er Den lille havfruen en adaptasjon av?","Et eventyr av H.C. Andersen","En roman av Jules Verne","En teaterforestilling av Shakespeare","En norsk folkesage"
"movies-l2-167","2","Hvilken film vant Beste film ved Oscar i 2020?","Parasite","1917","Joker","Once Upon a Time in Hollywood"
"movies-l2-168","2","Hvem spilte Bruce Wayne i The Dark Knight-trilogien?","Christian Bale","Ben Affleck","George Clooney","Val Kilmer"
"movies-l2-169","2","I hvilket land ligger Bollywood?","India","Pakistan","Bangladesh","Sri Lanka"
"movies-l2-170","2","Hva var den første animasjonsfilmen til Disney?","Snøhvit og de sju dvergene","Pinocchio","Fantasia","Dumbo"
"movies-l2-171","2","Hvem skrev historien til Forrest Gump?","Winston Groom","Stephen King","John Grisham","Tom Clancy"
"movies-l2-172","2","I hvilket år ble den første Jurassic Park-filmen utgitt?","1993","1990","1995","1997"
"movies-l2-173","2","Hvilken skuespiller spilte Jack Sparrow i Pirates of the Caribbean?","Johnny Depp","Orlando Bloom","Will Smith","Leonardo DiCaprio"
"movies-l2-174","2","Hva kalles en kort film som vises før hovedfilmen?","Kort","Forspill","Trailer","Intro"
"movies-l2-175","2","I hvilket år ble Gone with the Wind utgitt?","1939","1935","1942","1945"
"movies-l2-176","2","Hvem regisserte Forrest Gump?","Robert Zemeckis","Barry Levinson","Ron Howard","Frank Capra"
"movies-l2-177","2","Hva er formatforholdet for en typisk kinofilm?","16:9","4:3","21:9","1:1"
"movies-l2-178","2","Hvilken skuespiller spilte Peter Parker i Spider-Man?","Tobey Maguire","Andrew Garfield","Tom Holland","Jake Gyllenhaal"
"movies-l2-179","2","Hva er den mest sett filmen i verden gjennom tidene?","Avatar","Titanic","Avengers: Endgame","Inception"
"movies-l2-180","2","I hvilket år ble Casablanca utgitt?","1942","1940","1944","1946"
"movies-l2-181","2","Hvem spilte Hermione Granger i Harry Potter-filmene?","Emma Watson","Daniel Radcliffe","Rupert Grint","Helena Bonham Carter"
"movies-l2-182","2","Hva kalles animasjonsteknikken der små endringer fra bilde til bilde skaper bevegelse?","Stop-motion","Rotoscoping","Morphing","Keyframing"
"movies-l2-183","2","I hvilket land ble Smörbukk-opptak først brukt i film?","Sverige","Danmark","Norge","Finland"
"movies-l2-184","2","Hvem regisserte The Wizard of Oz?","Victor Fleming","Frank Borzage","Frank Lloyd","Fred Zinnemann"
"movies-l2-185","2","Hva betyr ordet 'cinema' opprinnelig?","Bevegelse","Lys","Lyd","Kunst"
"movies-l2-186","2","Hvilken skuespiller spilte Darth Vader i original Star Wars-trilogien?","David Prowse","Mark Hamill","Harrison Ford","Carrie Fisher"
"movies-l2-187","2","I hvilket år ble den første Shrek-filmen utgitt?","2001","1999","2003","2005"
"movies-l2-188","2","Hva kalles teksten som forklarer hva som blir sagt i en film på et annet språk?","Undertitler","Teksting","Dubbing","Oversettelse"
"movies-l2-189","2","Hvem spilte Wonder Woman i 2017-filmen?","Gal Gadot","Lynda Carter","Scarlett Johansson","Zoe Saldana"
"movies-l2-190","2","I hvilket år ble den første The Avengers-filmen utgitt?","2012","2010","2014","2015"
"movies-l2-191","2","Hvem regisserte The Shawshank Redemption?","Frank Darabont","Steven Spielberg","Martin Scorsese","Clint Eastwood"
"movies-l2-192","2","Hva kalles en film som fortsetter historien fra en annen film?","Oppfølger","Prequel","Spin-off","Remake"
"movies-l2-193","2","Hvilken skuespiller spilte Iron Man i Marvel-filmene?","Robert Downey Jr.","Chris Hemsworth","Chris Evans","Mark Ruffalo"
"movies-l2-194","2","I hvilket år ble den første Inception-filmen utgitt?","2010","2008","2012","2014"
"movies-l2-195","2","Hvem spilte Jack i Titanic?","Leonardo DiCaprio","Brad Pitt","Tom Cruise","Johnny Depp"
"movies-l2-196","2","Hva kalles en film som er laget basert på en bok?","Adaptasjon","Original","Transkripsjon","Oversettelse"
"movies-l2-197","2","I hvilket land ble filmen Crouching Tiger, Hidden Dragon produsert?","Taiwan","Kina","Hong Kong","Japan"
"movies-l2-198","2","I hvilken år ble den første kinofilmen vist offentlig av Lumière-brødrene?","1895","1890","1900","1888"
"movies-l2-199","2","Hvem var en av pionerene innen stille film og kjent for sine slapstick-komedier på 1920-tallet?","Charlie Chaplin","Buster Keaton","Harold Lloyd","Roscoe Arbuckle"
"movies-l2-200","2","Hvilken film fra 1927 var den første med synkronisert tale og lyd?","The Jazz Singer","Metropolis","Nosferatu","The Cabinet of Dr. Caligari"
"movies-l2-201","2","I hvilket land ble Hollywood etablert som filmsentrum på tidlig 1900-tall?","USA","Frankrike","Tyskland","Italia"
"movies-l2-202","2","Hvem regisserte den klassiske stumfilmen 'Battleship Potemkin' fra 1925?","Sergei Eisenstein","Andrei Tarkovsky","Lev Kuleshov","Dziga Vertov"
"movies-l2-203","2","Hvilken tysk ekspresjonistisk film fra 1920 regissert av Robert Wiene er fortsatt berømt?","The Cabinet of Dr. Caligari","Nosferatu","Metropolis","The Golem"
"movies-l2-204","2","I hvilket år ble Academy Awards (Oscar) første gang delt ut?","1929","1927","1935","1932"
"movies-l2-205","2","Hvilken teknologi revolusjonerte filmindustrien da den ble introdusert på slutten av 1920-tallet?","Lyd","Farge","Breitbildformat","Digital projeksjon"
"movies-l2-206","2","Hvem var skaperen av Donald Duck-tegneserien som debuterte på 1930-tallet?","Walt Disney","Fleischer Brothers","Warner Bros","Max Fleischer"
"movies-l2-207","2","I hvilket år ble Hollywoods 'Golden Age' generelt antatt å ha startet?","1927","1920","1935","1930"
"movies-l2-208","2","Hvilken film fra 1939 regissert av Victor Fleming er ofte kalt «århundrets film»?","Gone with the Wind","The Wizard of Oz","Mr. Smith Goes to Washington","Stagecoach"
"movies-l2-209","2","Hva var navnet på det første full-lengde animerte spielefilmen fra 1937?","Snow White and the Seven Dwarfs","Cinderella","Sleeping Beauty","Pinocchio"
"movies-l2-210","2","Hvilken italiensk filmfestival ble første gang arrangert i 1932?","Venedig","Roma","Firenze","Milano"
"movies-l2-211","2","I hvilket land oppsto det italienske neorealismen som filmbevegelse etter andre verdenskrig?","Italia","Frankrike","Tyskland","Spania"
"movies-l2-212","2","Hvem regisserte 'Ninotchka' fra 1939, en klassiker med Greta Garbo?","Ernst Lubitsch","Billy Wilder","Frank Capra","George Cukor"
"movies-l2-213","2","Hvilken format ble introdusert på 1950-tallet for å konkurrere med TV?","Cinemascope","3D","Technicolor","VistaVision"
"movies-l2-214","2","Hvem var kjent som 'The King of Hollywood' i 1930-40-årene?","Clark Gable","Cary Grant","James Stewart","Humphrey Bogart"
"movies-l2-215","2","Hvilken sovjetisk filmregissør skapte filmmonumentalet 'October: Ten Days That Shook the World' i 1928?","Sergei Eisenstein","Vsevolod Pudovkin","Alexander Dovzhenko","Grigori Kozintsev"
