"id","level","prompt","correct","distractor1","distractor2","distractor3"
"litterature-l1-28","1","In what year did Charles Dickens die?","1870","1860","1880","1875"
"litterature-l1-29","1","What country did George Bernard Shaw come from?","Ireland","England","Scotland","Wales"
"litterature-l1-30","1","Which author wrote 'Crime and Punishment'?","Fyodor Dostoevsky","Leo Tolstoy","Ivan Turgenev","Nikolai Gogol"
"litterature-l1-31","1","In which century was Sophocles born?","5th century BCE","6th century BCE","4th century BCE","3rd century BCE"
"litterature-l1-32","1","What nationality was Guy de Maupassant?","French","Italian","Spanish","German"
"litterature-l1-33","1","Which author wrote 'The Picture of Dorian Gray'?","Oscar Wilde","George Bernard Shaw","W.B. Yeats","James Joyce"
"litterature-l1-34","1","In what year was William Shakespeare born?","1564","1554","1574","1584"
"litterature-l1-35","1","What country did Stendhal come from?","France","Italy","Spain","Austria"
"litterature-l1-36","1","Which author wrote 'The Brothers Karamazov'?","Fyodor Dostoevsky","Leo Tolstoy","Nikolai Gogol","Ivan Turgenev"
"litterature-l1-37","1","In which century was Aeschylus born?","6th century BCE","7th century BCE","5th century BCE","4th century BCE"
"litterature-l1-38","1","What nationality was Alexandre Dumas?","French","Belgian","Swiss","Dutch"
"litterature-l1-39","1","Which author wrote 'Middlemarch'?","George Eliot","Jane Austen","Charlotte Brontë","Elizabeth Gaskell"
"litterature-l1-40","1","Who wrote 'Harry Potter and the Philosopher's Stone'?","J.K. Rowling","Stephen King","Roald Dahl","C.S. Lewis"
"litterature-l1-41","1","What is the name of Harry Potter's best friend?","Ron Weasley","Hermione Granger","Draco Malfoy","Neville Longbottom"
"litterature-l1-42","1","Who wrote 'The Lion, the Witch and the Wardrobe'?","C.S. Lewis","J.R.R. Tolkien","Roald Dahl","J.K. Rowling"
"litterature-l1-43","1","In what year was 'Harry Potter and the Philosopher's Stone' first published?","1997","1995","1999","2001"
"litterature-l1-44","1","How many books are in the main Harry Potter series?","7","5","8","6"
"litterature-l1-45","1","Who wrote 'Charlotte's Web'?","E.B. White","Beatrix Potter","Roald Dahl","Kenneth Grahame"
"litterature-l1-46","1","What is the name of the spider in 'Charlotte's Web'?","Charlotte","Wilma","Beatrice","Penelope"
"litterature-l1-47","1","Who wrote 'The Very Hungry Caterpillar'?","Eric Carle","Maurice Sendak","Dr. Seuss","Roald Dahl"
"litterature-l1-48","1","What nationality was William Shakespeare?","English","Scottish","Irish","Welsh"
"litterature-l1-49","1","In what century did William Shakespeare live?","16th and 17th centuries","15th and 16th centuries","17th and 18th centuries","14th and 15th centuries"
"litterature-l1-50","1","Who wrote 'The Tale of Peter Rabbit'?","Beatrix Potter","Enid Blyton","Kenneth Grahame","E.B. White"
"litterature-l1-51","1","Who wrote 'The Wind in the Willows'?","Kenneth Grahame","Beatrix Potter","Roald Dahl","E.B. White"
"litterature-l1-52","1","Who created the character Winnie the Pooh?","A.A. Milne","Roald Dahl","C.S. Lewis","J.R.R. Tolkien"
"litterature-l1-53","1","What is Winnie the Pooh's favorite food?","Honey","Nuts","Berries","Fish"
"litterature-l1-54","1","Who wrote 'The Hobbit'?","J.R.R. Tolkien","C.S. Lewis","Stephen King","George R.R. Martin"
"litterature-l1-55","1","In what year was 'The Hobbit' first published?","1937","1935","1939","1941"
"litterature-l1-56","1","Who wrote 'Cinderella'?","Charles Perrault","Hans Christian Andersen","Brothers Grimm","Beatrix Potter"
"litterature-l1-57","1","Who wrote 'Snow White and the Seven Dwarfs'?","Brothers Grimm","Charles Perrault","Hans Christian Andersen","Roald Dahl"
"litterature-l1-58","1","Who wrote 'The Little Mermaid' fairy tale?","Hans Christian Andersen","Charles Perrault","Brothers Grimm","Jacob Ludwig Grimm"
"litterature-l1-59","1","Who wrote 'Alice's Adventures in Wonderland'?","Lewis Carroll","J.K. Rowling","Charles Dickens","Roald Dahl"
"litterature-l1-60","1","What is the name of the white rabbit in 'Alice's Adventures in Wonderland'?","The White Rabbit","Peter Rabbit","Roger Rabbit","Benjamin Rabbit"
"litterature-l1-61","1","Who wrote 'Moby Dick'?","Herman Melville","Mark Twain","James Fenimore Cooper","Nathaniel Hawthorne"
"litterature-l1-62","1","Who wrote 'Pride and Prejudice'?","Jane Austen","Emily Brontë","Charlotte Brontë","George Eliot"
"litterature-l1-63","1","In what year was 'Pride and Prejudice' first published?","1813","1811","1815","1817"
"litterature-l1-64","1","Who wrote 'Jane Eyre'?","Charlotte Brontë","Jane Austen","Emily Brontë","George Eliot"
"litterature-l1-65","1","Who wrote 'Wuthering Heights'?","Emily Brontë","Charlotte Brontë","Jane Austen","George Eliot"
"litterature-l1-66","1","Who wrote 'The Great Gatsby'?","F. Scott Fitzgerald","Ernest Hemingway","William Faulkner","John Steinbeck"
"litterature-l1-67","1","In what year was 'The Great Gatsby' first published?","1925","1923","1927","1929"
"litterature-l1-68","1","Who wrote 'The Catcher in the Rye'?","J.D. Salinger","J.K. Rowling","Stephen King","Kurt Vonnegut"
"litterature-l1-69","1","Who wrote 'Matilda'?","Roald Dahl","Enid Blyton","J.K. Rowling","E.B. White"
"litterature-l1-70","1","Who wrote 'The BFG'?","Roald Dahl","C.S. Lewis","J.R.R. Tolkien","Stephen King"
"litterature-l1-71","1","Who wrote 'Where the Wild Things Are'?","Maurice Sendak","Dr. Seuss","Eric Carle","Shel Silverstein"
"litterature-l1-72","1","Who wrote 'The Cat in the Hat'?","Dr. Seuss","Maurice Sendak","Roald Dahl","Eric Carle"
"litterature-l1-73","1","How many strings does a book have?","None","Two","Four","One"
"litterature-l1-74","1","Who wrote 'The Secret Garden'?","Frances Hodgson Burnett","Enid Blyton","Louisa May Alcott","L.M. Montgomery"
"litterature-l1-75","1","Who wrote 'Anne of Green Gables'?","L.M. Montgomery","Louisa May Alcott","Frances Hodgson Burnett","Enid Blyton"
"litterature-l1-76","1","Who wrote 'Little Women'?","Louisa May Alcott","L.M. Montgomery","Jane Austen","Charlotte Brontë"
"litterature-l1-77","1","What is the main character's name in 'Little Women'?","Jo March","Meg March","Beth March","Amy March"
"litterature-l1-78","1","Who wrote 'A Tale of Two Cities'?","Charles Dickens","William Thackeray","George Eliot","Thomas Hardy"
"litterature-l1-79","1","In what country is 'A Tale of Two Cities' primarily set?","France and England","Italy and Spain","Germany and Austria","Belgium and Netherlands"
"litterature-l1-80","1","Who wrote the Harry Potter series?","J.K. Rowling","Roald Dahl","C.S. Lewis","Stephen King"
"litterature-l1-81","1","Which author created the character Sherlock Holmes?","Arthur Conan Doyle","Agatha Christie","Oscar Wilde","Edgar Allan Poe"
"litterature-l1-82","1","What is the name of the author who wrote 'Charlotte's Web'?","E.B. White","Beatrix Potter","Louisa May Alcott","Frances Hodgson Burnett"
"litterature-l1-83","1","Who is the author of 'The Hobbit'?","J.R.R. Tolkien","George R.R. Martin","Brandon Sanderson","Patrick Rothfuss"
"litterature-l1-84","1","Which author wrote 'Alice's Adventures in Wonderland'?","Lewis Carroll","Charles Dickens","Jane Austen","Emily Brontë"
"litterature-l1-85","1","What is the name of the author who wrote 'Peter Pan'?","J.M. Barrie","Roald Dahl","Robert Louis Stevenson","Oscar Wilde"
"litterature-l1-86","1","Who wrote 'Treasure Island'?","Robert Louis Stevenson","Joseph Conrad","Daniel Defoe","Henry Rider Haggard"
"litterature-l1-87","1","Which author is famous for writing 'The Tale of Peter Rabbit'?","Beatrix Potter","Edith Nesbit","Lucy Maud Montgomery","Kate Greenaway"
"litterature-l1-88","1","Who wrote 'The Chronicles of Narnia' series?","C.S. Lewis","Philip Pullman","J.K. Rowling","J.R.R. Tolkien"
"litterature-l1-89","1","What is the name of the author who wrote 'Charlie and the Chocolate Factory'?","Roald Dahl","Enid Blyton","R.L. Stine","Norton Juster"
"litterature-l1-90","1","Who is the author of 'The Wind in the Willows'?","Kenneth Grahame","A.A. Milne","Rudyard Kipling","J.M. Barrie"
"litterature-l1-91","1","Which author wrote the 'Anne of Green Gables' series?","Lucy Maud Montgomery","Frances Hodgson Burnett","Louisa May Alcott","Susan Coolidge"
"litterature-l1-92","1","Who created the character Pippi Longstocking?","Astrid Lindgren","Tove Jansson","Selma Lagerlöf","Moomintroll"
"litterature-l1-93","1","What is the name of the author who wrote 'Matilda'?","Roald Dahl","Norman Bridwell","Eric Carle","Dr. Seuss"
"litterature-l1-94","1","Who wrote 'A Series of Unfortunate Events'?","Lemony Snicket","Christopher Paolini","Cornelia Funke","Rick Riordan"
"litterature-l1-95","1","Which author is known for the 'Percy Jackson' series?","Rick Riordan","J.K. Rowling","Cassandra Clare","Veronica Roth"
"litterature-l1-96","1","Who wrote 'The Tale of Despereaux'?","Kate DiCamillo","Katherine Paterson","Pam Muñoz Ryan","Sharon Creech"
"litterature-l1-97","1","What is the name of the author of 'The Book Thief'?","Markus Zusak","John Boyne","Anthony Doerr","Ian McEwan"
"litterature-l1-98","1","Who created the 'Diary of a Wimpy Kid' series?","Jeff Kinney","Dav Pilkey","Raina Telgemeier","Lincoln Peirce"
"litterature-l1-99","1","Which author wrote 'The Phantom Tollbooth'?","Norton Juster","Avi","Jerry Spinelli","Andrew Clements"
"litterature-l1-100","1","What is the name of the author who wrote 'The Jungle Book'?","Rudyard Kipling","Edgar Rice Burroughs","Jules Verne","H.G. Wells"
"litterature-l1-101","1","Who wrote the 'Little House' series?","Laura Ingalls Wilder","Kate Douglass Wiggin","Margaret Sidney","Louisa May Alcott"
"litterature-l1-102","1","Which author created the character Tom Sawyer?","Mark Twain","Washington Irving","Nathaniel Hawthorne","James Fenimore Cooper"
"litterature-l1-103","1","Who wrote 'The Wonderful Wizard of Oz'?","L. Frank Baum","Louisa May Alcott","Frances Hodgson Burnett","E.B. White"
"litterature-l1-104","1","What is the name of the author of 'Black Beauty'?","Anna Sewell","Harriet Beecher Stowe","Charlotte Brontë","George Eliot"
"litterature-l1-105","1","Which author wrote 'Pinocchio'?","Carlo Collodi","Hans Christian Andersen","Brothers Grimm","Charles Perrault"
"litterature-l1-106","1","Who created the character Elmer Fudd's nemesis Bugs Bunny's literary equivalent?","Beatrix Potter","Kenneth Grahame","A.A. Milne","Joel Chandler Harris"
"litterature-l1-107","1","What is the name of the author who wrote 'James and the Giant Peach'?","Roald Dahl","Enid Blyton","R.L. Stine","Michael Bond"
"litterature-l1-108","1","Which author created Paddington Bear?","Michael Bond","A.A. Milne","Beatrix Potter","Kenneth Grahame"
"litterature-l1-109","1","Who wrote 'Fantastic Mr. Fox'?","Roald Dahl","Beatrix Potter","Kenneth Grahame","A.A. Milne"
"litterature-l1-110","1","What is the name of the author of 'The Giver'?","Lois Lowry","Margaret Peterson Haddix","Anita Silvey","Pam Muñoz Ryan"
"litterature-l1-111","1","Who wrote 'Bridge to Terabithia'?","Katherine Paterson","Sharon Creech","Kate DiCamillo","Avi"
"litterature-l1-112","1","Which author wrote 'Hatchet'?","Gary Paulsen","James Ramsey","Scott O'Dell","Jean Craighead George"
"litterature-l1-113","1","Who created the character Nancy Drew?","Carolyn Keene","Enid Blyton","R.L. Stine","Louise Rennison"
"litterature-l1-114","1","What is the name of the author who wrote 'Holes'?","Louis Sachar","Christopher Paul Curtis","Walter Dean Myers","Carl Hiaasen"
"litterature-l1-115","1","Which book is the best-selling novel of all time?","Don Quixote","The Great Gatsby","Pride and Prejudice","Wuthering Heights"
"litterature-l1-116","1","How many Harry Potter books are there in the main series?","7","8","6","9"
"litterature-l1-117","1","What is the best-selling children's book series of all time?","Harry Potter","Percy Jackson","The Chronicles of Narnia","The Twilight Saga"
"litterature-l1-118","1","Which author has written the most books in history?","Barbara Cartland","Agatha Christie","Isaac Asimov","L. Ron Hubbard"
"litterature-l1-119","1","What is the longest novel ever published?","In Search of Lost Time","War and Peace","The Brothers Karamazov","Moby Dick"
"litterature-l1-120","1","How many novels did Jane Austen publish during her lifetime?","4","6","3","5"
"litterature-l1-121","1","Which book has sold more copies than any other single book?","The Bible","Quran","The Lord of the Rings","Cinderella"
"litterature-l1-122","1","How many plays did William Shakespeare write?","37","42","31","45"
"litterature-l1-123","1","What is the most translated book in the world?","The Bible","Don Quixote","Les Misérables","Pinocchio"
"litterature-l1-124","1","How many sonnets did Shakespeare write?","154","200","100","175"
"litterature-l1-125","1","Which book holds the record for the most pages in a published novel?","In Search of Lost Time","War and Peace","The Stand","It"
"litterature-l1-126","1","How many Sherlock Holmes stories did Arthur Conan Doyle write?","56","48","60","52"
"litterature-l1-127","1","What is the best-selling book series of the 21st century?","Harry Potter","Goosebumps","A Song of Ice and Fire","The Twilight Saga"
"litterature-l1-128","1","How many books are in the Lord of the Rings main trilogy?","3","4","5","2"
"litterature-l1-129","1","Which author published the most books in a single year?","L. Ron Hubbard","Stephen King","Agatha Christie","Barbara Cartland"
"litterature-l1-130","1","How many languages has the Quran been translated into?","Over 112","Over 50","Over 200","Over 75"
"litterature-l1-131","1","What is the shortest novel ever published and widely recognized?","Heart of Darkness","The Great Gatsby","Of Mice and Men","The Metamorphosis"
"litterature-l1-132","1","How many complete works are attributed to William Shakespeare?","38","35","40","33"
"litterature-l1-133","1","Which book has won the most literary awards?","One Hundred Years of Solitude","The Great Gatsby","To Kill a Mockingbird","Beloved"
"litterature-l1-134","1","How many copies has Harry Potter sold worldwide?","Over 500 million","Over 300 million","Over 700 million","Over 200 million"
"litterature-l1-135","1","What is the most widely read book in the world?","The Bible","The Quran","Don Quixote","Harry Potter"
"litterature-l1-136","1","How many published novels did Agatha Christie write?","66","60","70","55"
"litterature-l1-137","1","Which classic novel was the first to be written on a typewriter?","The Finished Manuscript","Moby Dick","Jane Eyre","Great Expectations"
"litterature-l1-138","1","How many stanzas does 'The Raven' by Edgar Allan Poe have?","18","20","16","22"
"litterature-l1-139","1","What is the most expensive book ever sold at auction?","The Codex Leicester by Leonardo da Vinci","The First Folio","The Gutenberg Bible","The Book of Kells"
"litterature-l1-140","1","How many books did Isaac Asimov write during his lifetime?","Over 500","Over 300","Over 200","Over 400"
"litterature-l1-141","1","Which book is the longest single work of fiction?","In Search of Lost Time","Infinite Jest","The Stand","War and Peace"
"litterature-l1-142","1","How many chapters does the Bible contain?","1189","1000","1500","900"
"litterature-l1-143","1","What is the best-selling fantasy book series?","Harry Potter","The Lord of the Rings","A Song of Ice and Fire","The Wheel of Time"
"litterature-l1-144","1","How many verses are in the Quran?","6236","5000","7000","6000"
"litterature-l1-145","1","Which author has the most published works globally?","Lauran Paine","Stephen King","Nora Roberts","Louis L'Amour"
"litterature-l1-146","1","How many words does War and Peace contain?","Over 580,000","Over 400,000","Over 700,000","Over 500,000"
"litterature-l1-147","1","What is the most borrowed book from libraries worldwide?","The Bible","Don Quixote","Pride and Prejudice","Harry Potter"
"litterature-l1-148","1","How many Goosebumps books did R.L. Stine write in the original series?","62","50","75","45"
"litterature-l1-149","1","Which book holds the Guinness World Record for fastest-selling book?","Harry Potter and the Deathly Hallows","The Da Vinci Code","The Hobbit","Twilight"
"litterature-l1-150","1","How many languages has Don Quixote been translated into?","Over 140","Over 100","Over 200","Over 80"
"litterature-l1-151","1","What is the most reprinted book of all time?","The Bible","The Quran","Das Kapital","The Communist Manifesto"
"litterature-l1-152","1","How many poems did Emily Dickinson write during her lifetime that were published?","10","25","5","15"
"litterature-l1-153","1","Which book is the best-selling novel by a single author?","A Tale of Two Cities","Pride and Prejudice","The Great Gatsby","Wuthering Heights"
"litterature-l2-154","2","Who wrote the fairy tale 'Cinderella'?","Charles Perrault","Hans Christian Andersen","Jakob Grimm","Lewis Carroll"
"litterature-l2-155","2","Which British author wrote 'The Lord of the Rings'?","J.R.R. Tolkien","C.S. Lewis","George R.R. Martin","Terry Pratchett"
"litterature-l2-156","2","What is the first book in the Harry Potter series called?","Harry Potter and the Philosopher's Stone","Harry Potter and the Chamber of Secrets","Harry Potter and the Prisoner of Azkaban","Harry Potter and the Goblet of Fire"
"litterature-l2-157","2","Who is the author of 'Pride and Prejudice'?","Jane Austen","Mary Shelley","Charlotte Brontë","George Eliot"
"litterature-l2-158","2","What fairy tale did Hans Christian Andersen write about a young woman who becomes human?","The Little Mermaid","The Ugly Duckling","The Snow Queen","The Emperor's New Clothes"
"litterature-l2-159","2","Which novel by Mary Shelley features a creature brought to life by a scientist?","Frankenstein","The Last Man","Valperga","Mathilda"
"litterature-l2-160","2","What is the name of the main character in 'The Adventures of Tom Sawyer'?","Tom Sawyer","Huckleberry Finn","Sid Sawyer","Joe Harper"
"litterature-l2-161","2","Which author created the detective Sherlock Holmes?","Arthur Conan Doyle","Agatha Christie","Dorothy L. Sayers","Raymond Chandler"
"litterature-l2-162","2","What is the setting of 'Jane Eyre'?","England","Scotland","France","Ireland"
"litterature-l2-163","2","Who wrote 'The Odyssey'?","Homer","Virgil","Sophocles","Aeschylus"
"litterature-l2-164","2","Which Shakespeare play tells the story of a young man seeking revenge for his father's murder?","Hamlet","Macbeth","Othello","Romeo and Juliet"
"litterature-l2-165","2","Who wrote 'The Metamorphosis'?","Franz Kafka","Thomas Mann","Hermann Hesse","Rainer Maria Rilke"
"litterature-l2-166","2","What is the primary setting of 'The Hobbit'?","Middle-earth","Narnia","The Shire alone","Bree"
"litterature-l2-167","2","Who is the author of 'The Picture of Dorian Gray'?","Oscar Wilde","George Bernard Shaw","William Butler Yeats","Thomas Hardy"
"litterature-l2-168","2","Which Russian author wrote 'Crime and Punishment'?","Fyodor Dostoevsky","Leo Tolstoy","Ivan Turgenev","Nikolai Gogol"
"litterature-l2-169","2","What is the name of the pirate in 'Peter Pan'?","Captain Hook","Blackbeard","Captain Kidd","Long John Silver"
"litterature-l2-170","2","Who wrote 'One Hundred Years of Solitude'?","Gabriel García Márquez","Isabel Allende","Laura Esquivel","Julio Cortázar"
"litterature-l2-171","2","Which novel by Charles Dickens features an orphan boy named Oliver?","Oliver Twist","David Copperfield","Great Expectations","Bleak House"
"litterature-l2-172","2","What is the name of the monster in 'Frankenstein'?","The Creature","Victor","Adam","The Beast"
"litterature-l2-173","2","Who wrote 'The Brothers Karamazov'?","Fyodor Dostoevsky","Leo Tolstoy","Nikolai Gogol","Ivan Turgenev"
"litterature-l2-174","2","Who wrote 'The Strange Case of Dr. Jekyll and Mr. Hyde'?","Robert Louis Stevenson","Oscar Wilde","Bram Stoker","Thomas Hardy"
"litterature-l2-175","2","Which author created the character Miss Marple?","Agatha Christie","Dorothy L. Sayers","Josephine Tey","Margery Allingham"
"litterature-l2-176","2","What is the main genre of 'The Divine Comedy' by Dante?","Epic Poetry","Drama","Romance","Satire"
"litterature-l2-177","2","Who wrote 'Sense and Sensibility'?","Jane Austen","Charlotte Brontë","Mary Shelley","George Eliot"
"litterature-l2-178","2","Which Shakespeare play features the character Juliet?","Romeo and Juliet","Much Ado About Nothing","A Midsummer Night's Dream","Twelfth Night"
"litterature-l2-179","2","Who is the author of 'The Grapes of Wrath'?","John Steinbeck","Ernest Hemingway","William Faulkner","Sinclair Lewis"
"litterature-l2-180","2","What is the real name of the author who wrote as 'George Eliot'?","Mary Ann Evans","Charlotte Brontë","Jane Austen","Elizabeth Gaskell"
"litterature-l2-181","2","Which author wrote 'The Time Machine'?","H.G. Wells","Jules Verne","Arthur Conan Doyle","Thomas Hardy"
"litterature-l2-182","2","Who wrote 'The Iliad'?","Homer","Virgil","Ovid","Hesiod"
"litterature-l2-183","2","What is the primary language in which Dante wrote 'The Divine Comedy'?","Italian","Latin","French","Greek"
"litterature-l2-184","2","Which novel by Fyodor Dostoevsky tells the story of a former student who commits a murder?","Crime and Punishment","The Idiot","Demons","The Gambler"
"litterature-l2-185","2","Who is the main narrator in 'The Great Gatsby'?","Nick Carraway","Daisy Buchanan","Tom Buchanan","Jordan Baker"
"litterature-l2-186","2","Which author wrote 'The Island of Doctor Moreau'?","H.G. Wells","Jules Verne","Robert Louis Stevenson","Arthur Conan Doyle"
"litterature-l2-187","2","In which century was William Shakespeare born?","16th century","15th century","17th century","14th century"
"litterature-l2-188","2","Which country was Jane Austen from?","England","Scotland","Ireland","Wales"
"litterature-l2-189","2","What year did Charles Dickens publish 'Oliver Twist'?","1838","1835","1841","1845"
"litterature-l2-190","2","Which ancient civilization produced Homer, author of the Iliad?","Ancient Greece","Ancient Rome","Ancient Egypt","Ancient Mesopotamia"
"litterature-l2-191","2","In what year was 'The Great Gatsby' by F. Scott Fitzgerald first published?","1925","1920","1930","1915"
"litterature-l2-192","2","What century did Dante Alighieri write 'The Divine Comedy'?","14th century","13th century","15th century","12th century"
"litterature-l2-193","2","Which female author wrote 'Wuthering Heights' under a pen name?","Emily Brontë","Charlotte Brontë","Anne Brontë","George Eliot"
"litterature-l2-194","2","In which year did Mark Twain publish 'The Adventures of Tom Sawyer'?","1876","1873","1879","1882"
"litterature-l2-195","2","Which Scandinavian country produced the playwright Henrik Ibsen?","Norway","Sweden","Denmark","Finland"
"litterature-l2-196","2","What was the profession of Miguel de Cervantes before he became famous as an author?","Soldier","Teacher","Merchant","Priest"
"litterature-l2-197","2","In which century was the printing press invented by Gutenberg?","15th century","14th century","16th century","13th century"
"litterature-l2-198","2","Which Greek playwright wrote the tragedy 'Oedipus Rex'?","Sophocles","Aeschylus","Euripides","Aristophanes"
"litterature-l2-199","2","What year was 'Pride and Prejudice' by Jane Austen published?","1813","1810","1816","1805"
"litterature-l2-200","2","Which English author wrote 'Frankenstein'?","Mary Shelley","Jane Austen","Ann Radcliffe","Clara Reeve"
"litterature-l2-201","2","In what century was 'Don Quixote' by Miguel de Cervantes written?","17th century","16th century","18th century","15th century"
"litterature-l2-202","2","Which French author wrote 'Les Misérables'?","Victor Hugo","Alexandre Dumas","Honoré de Balzac","Gustave Flaubert"
"litterature-l2-203","2","What year did George Orwell publish '1984'?","1949","1945","1952","1946"
"litterature-l2-204","2","Which ancient Roman author wrote the Aeneid?","Virgil","Ovid","Horace","Livy"
"litterature-l2-205","2","In which decade was 'The Catcher in the Rye' by J.D. Salinger published?","1950s","1940s","1960s","1930s"
"litterature-l2-206","2","Which British author created the character Sherlock Holmes?","Arthur Conan Doyle","Agatha Christie","Oscar Wilde","Rudyard Kipling"
"litterature-l2-207","2","What country did Leo Tolstoy call home?","Russia","Ukraine","Poland","Belarus"
"litterature-l2-208","2","In which year was 'Jane Eyre' by Charlotte Brontë first published?","1847","1844","1850","1852"
"litterature-l2-209","2","Which American author wrote 'Moby Dick'?","Herman Melville","Nathaniel Hawthorne","James Fenimore Cooper","Washington Irving"
"litterature-l2-210","2","What century did the ancient Greek poet Homer live in?","8th century BC","10th century BC","6th century BC","5th century BC"
"litterature-l2-211","2","Which Irish author wrote 'Ulysses'?","James Joyce","Oscar Wilde","Samuel Beckett","William Butler Yeats"
"litterature-l2-212","2","In what year was 'The Picture of Dorian Gray' by Oscar Wilde published?","1890","1887","1893","1895"
"litterature-l2-213","2","Which Danish author wrote 'The Little Match Girl'?","Hans Christian Andersen","Søren Kierkegaard","Karen Blixen","Ludvig Holberg"
"litterature-l2-214","2","What year did Charlotte Brontë publish 'Jane Eyre'?","1847","1845","1849","1851"
"litterature-l2-215","2","Which German author wrote 'Faust'?","Johann Wolfgang von Goethe","Friedrich Schiller","Heinrich Heine","Bertolt Brecht"
"litterature-l2-216","2","In which century did Geoffrey Chaucer write 'The Canterbury Tales'?","14th century","13th century","15th century","12th century"
"litterature-l2-217","2","Which French author wrote 'The Three Musketeers'?","Alexandre Dumas","Victor Hugo","Émile Zola","Honoré de Balzac"
"litterature-l2-218","2","What year was 'Wuthering Heights' by Emily Brontë published?","1847","1844","1850","1845"
"litterature-l2-219","2","Which English author wrote 'Robinson Crusoe'?","Daniel Defoe","Jonathan Swift","Henry Fielding","Samuel Richardson"
"litterature-l2-220","2","In which century was the novel form primarily developed in Europe?","18th century","17th century","19th century","16th century"
"litterature-l2-221","2","Which American author wrote 'Uncle Tom's Cabin'?","Harriet Beecher Stowe","Louisa May Alcott","Susan B. Anthony","Emily Dickinson"
"litterature-l2-222","2","What year did Emily Dickinson die?","1886","1880","1890","1875"
"litterature-l2-223","2","Which Italian author wrote 'The Divine Comedy'?","Dante Alighieri","Petrarch","Giovanni Boccaccio","Ludovico Ariosto"
"litterature-l2-224","2","In which year was 'Middlemarch' by George Eliot first published?","1871","1868","1874","1865"
"litterature-l2-225","2","Which American transcendentalist author wrote 'Walden'?","Henry David Thoreau","Ralph Waldo Emerson","Amos Bronson Alcott","Margaret Fuller"
"litterature-l2-226","2","Who wrote the fairy tale 'The Little Mermaid'?","Hans Christian Andersen","Jacob Grimm","Charles Perrault","Wilhelm Grimm"
"litterature-l2-227","2","Who is the author of 'The Adventures of Sherlock Holmes'?","Arthur Conan Doyle","Agatha Christie","Edgar Allan Poe","Oscar Wilde"
"litterature-l2-228","2","Which famous author wrote 'Alice's Adventures in Wonderland'?","Lewis Carroll","J.M. Barrie","Rudyard Kipling","Robert Louis Stevenson"
"litterature-l2-229","2","Who wrote 'War and Peace'?","Leo Tolstoy","Fyodor Dostoevsky","Ivan Turgenev","Anton Chekhov"
"litterature-l2-230","2","Which author is famous for writing 'Moby Dick'?","Herman Melville","Nathaniel Hawthorne","Washington Irving","James Fenimore Cooper"
